"Gene ID","Transcript","# exons","Transcript length","Protein length"
"cgd4_2660","cgd4_2660-RA","1","831","276"
"cgd4_2670","cgd4_2670-RA","1","10386","3461"
"cgd4_2680","cgd4_2680-RA","1","771","249"
"cgd4_2690","cgd4_2690-RA","1","5403","1800"
"cgd4_2693","cgd4_2693-RA","1","216","60"
"cgd4_270","cgd4_270-RA","1","858","285"
"cgd4_2700","cgd4_2700-RA","1","1956","651"
"cgd4_2710","cgd4_2710-RA","1","234","77"
"cgd4_2720","cgd4_2720-RA","1","4587","1528"
"cgd4_2730","cgd4_2730-RA","1","2964","987"
"cgd4_2740","cgd4_2740-RA","1","867","288"
"cgd4_2750","cgd4_2750-RA","1","1290","429"
"cgd4_2760","cgd4_2760-RA","1","336","111"
"cgd4_2770","cgd4_2770-RA","1","1674","557"
"cgd4_2780","cgd4_2780-RA","1","1086","360"
"cgd4_2790","cgd4_2790-RA","1","1287","428"
"cgd4_280","cgd4_280-RA","1","1788","595"
"cgd4_2800","cgd4_2800-RA","1","1137","378"
"cgd4_2810","cgd4_2810-RA","1","3281","1083"
"cgd4_2820","cgd4_2820-RA","1","993","330"
"cgd4_2830","cgd4_2830-RA","2","727","240"
"cgd4_2840","cgd4_2840-RA","2","763","246"
"cgd4_2850","cgd4_2850-RA","1","2058","685"
"cgd4_2860","cgd4_2860-RA","1","1380","454"
"cgd4_2870","cgd4_2870-RA","1","1533","510"
"cgd4_2880","cgd4_2880-RA","1","1311","436"
"cgd4_2890","cgd4_2890-RA","1","2034","677"
"cgd4_290","cgd4_290-RA","2","2119","686"
"cgd4_2900","cgd4_2900-RA","1","40242","13413"
"cgd4_2910","cgd4_2910-RA","1","2085","683"
"cgd4_2920","cgd4_2920-RA","1","1824","607"
"cgd4_2930","cgd4_2930-RA","1","2046","681"
"cgd4_2935","cgd4_2935-RA","1","74","N/A"
"cgd4_2940","cgd4_2940-RA","1","1077","109"
"cgd4_2950","cgd4_2950-RA","1","1068","355"
"cgd4_2960","cgd4_2960-RA","2","1047","348"
"cgd4_2970","cgd4_2970-RA","1","1896","631"
"cgd4_2975","cgd4_2975-RA","1","75","N/A"
"cgd4_2976","cgd4_2976-RA","1","72","N/A"
"cgd4_2980","cgd4_2980-RA","2","2043","470"
"cgd4_2990","cgd4_2990-RA","1","1464","447"
"cgd4_30","cgd4_30-RA","1","1477","446"
"cgd4_300","cgd4_300-RA","3","1396","444"
"cgd4_3000","cgd4_3000-RA","1","2109","702"
"cgd4_3010","cgd4_3010-RA","1","816","271"
"cgd4_3020","cgd4_3020-RA","1","1155","384"
"cgd4_3030","cgd4_3030-RA","1","993","330"
"cgd4_3040","cgd4_3040-RA","1","1317","438"
"cgd4_3050","cgd4_3050-RA","1","1098","365"
"cgd4_3060","cgd4_3060-RA","1","393","130"
"cgd4_3070","cgd4_3070-RA","1","661","142"
"cgd4_3080","cgd4_3080-RA","1","480","156"
"cgd4_3090","cgd4_3090-RA","1","1617","538"
"cgd4_31","cgd4_31-RA","1","267","88"
"cgd4_310","cgd4_310-RA","1","1029","342"
"cgd4_3100","cgd4_3100-RA","1","4896","1631"
"cgd4_3110","cgd4_3110-RA","1","2429","736"
"cgd4_3120","cgd4_3120-RA","1","1599","529"
"cgd4_3130","cgd4_3130-RA","1","759","252"
"cgd4_3140","cgd4_3140-RA","1","1184","313"
"cgd4_3150","cgd4_3150-RA","1","2539","826"
"cgd4_3160","cgd4_3160-RA","1","1577","262"
"cgd4_3170","cgd4_3170-RA","1","417","78"
"cgd4_3180","cgd4_3180-RA","1","1565","441"
"cgd4_3190","cgd4_3190-RA","1","521","106"
"cgd4_3193","cgd4_3193-RA","2","528","122"
"cgd4_32","cgd4_32-RA","1","1494","340"
"cgd4_320","cgd4_320-RA","1","574","73"
"cgd4_3200","cgd4_3200-RA","2","676","151"
"cgd4_3210","cgd4_3210-RA","1","718","225"
"cgd4_3220","cgd4_3220-RA","1","1405","135"
"cgd4_3230","cgd4_3230-RA","1","2385","692"
"cgd4_3240","cgd4_3240-RA","1","1179","392"
"cgd4_3250","cgd4_3250-RA","1","2034","637"
"cgd4_3260","cgd4_3260-RA","2","386","72"
"cgd4_3270","cgd4_3270-RA","1","2421","806"
"cgd4_3280","cgd4_3280-RA","1","2256","558"
"cgd4_3290","cgd4_3290-RA","1","1548","515"
"cgd4_330","cgd4_330-RA","1","459","152"
"cgd4_3300","cgd4_3300-RA","1","795","264"
"cgd4_3310","cgd4_3310-RA","1","1932","643"
"cgd4_3313","cgd4_3313-RA","2","462","143"
"cgd4_3320","cgd4_3320-RA","1","2488","695"
"cgd4_3330","cgd4_3330-RA","1","3124","622"
"cgd4_3340","cgd4_3340-RA","1","2229","742"
"cgd4_3350","cgd4_3350-RA","3","1110","369"
"cgd4_3360","cgd4_3360-RA","2","1544","506"
"cgd4_3370","cgd4_3370-RA","1","600","199"
"cgd4_3380","cgd4_3380-RA","1","747","248"
"cgd4_3390","cgd4_3390-RA","1","3981","1326"
"cgd4_340","cgd4_340-RA","1","1824","607"
"cgd4_3400","cgd4_3400-RA","1","2626","766"
"cgd4_3410","cgd4_3410-RA","1","3136","906"
"cgd4_3420","cgd4_3420-RA","1","2871","956"
"cgd4_3430","cgd4_3430-RA","1","6387","2128"
"cgd4_3440","cgd4_3440-RA","1","2388","795"
"cgd4_3450","cgd4_3450-RA","1","8790","2929"
"cgd4_3460","cgd4_3460-RA","1","2229","742"
"cgd4_3470","cgd4_3470-RA","1","1326","441"
"cgd4_3480","cgd4_3480-RA","1","1347","368"
"cgd4_3490","cgd4_3490-RA","2","1504","497"
"cgd4_350","cgd4_350-RA","1","846","281"
"cgd4_3500","cgd4_3500-RA","1","417","138"
"cgd4_3510","cgd4_3510-RA","1","624","207"
"cgd4_3520","cgd4_3520-RA","1","3009","1002"
"cgd4_3530","cgd4_3530-RA","1","6254","1578"
"cgd4_3540","cgd4_3540-RA","1","1106","240"
"cgd4_3550","cgd4_3550-RA","1","3690","1229"
"cgd4_3560","cgd4_3560-RA","1","1596","531"
"cgd4_3570","cgd4_3570-RA","3","2865","927"
"cgd4_3580","cgd4_3580-RA","1","2702","888"
"cgd4_3590","cgd4_3590-RA","1","2781","926"
"cgd4_360","cgd4_360-RA","1","2682","893"
"cgd4_3600","cgd4_3600-RA","1","2979","992"
"cgd4_3610","cgd4_3610-RA","1","1749","582"
"cgd4_3620","cgd4_3620-RA","1","617","111"
"cgd4_3630","cgd4_3630-RA","1","4380","967"
"cgd4_3640","cgd4_3640-RA","1","1174","189"
"cgd4_3650","cgd4_3650-RA","1","2045","245"
"cgd4_3660","cgd4_3660-RA","1","453","150"
"cgd4_3670","cgd4_3670-RA","1","1920","468"
"cgd4_3680","cgd4_3680-RA","1","1689","286"
"cgd4_3690","cgd4_3690-RA","1","3141","1046"
"cgd4_370","cgd4_370-RA","1","1671","556"
"cgd4_3700","cgd4_3700-RA","1","768","255"
"cgd4_3710","cgd4_3710-RA","1","3240","1079"
"cgd4_3720","cgd4_3720-RA","1","3954","1309"
"cgd4_3723","cgd4_3723-RA","2","460","83"
"cgd4_3730","cgd4_3730-RA","3","1390","286"
"cgd4_3733","cgd4_3733-RA","2","463","79"
"cgd4_3740","cgd4_3740-RA","1","765","254"
"cgd4_3750","cgd4_3750-RA","1","1941","646"
"cgd4_3760","cgd4_3760-RA","3","482","101"
"cgd4_3770","cgd4_3770-RA","1","3123","1040"
"cgd4_3780","cgd4_3780-RA","1","369","122"
"cgd4_3790","cgd4_3790-RA","1","1002","333"
"cgd4_380","cgd4_380-RA","1","1734","577"
"cgd4_3800","cgd4_3800-RA","1","1110","369"
"cgd4_3810","cgd4_3810-RA","1","1515","504"
"cgd4_3820","cgd4_3820-RA","1","2688","895"
"cgd4_3830","cgd4_3830-RA","1","5211","1736"
"cgd4_3840","cgd4_3840-RA","1","6564","2187"
"cgd4_3850","cgd4_3850-RA","1","1680","557"
"cgd4_3860","cgd4_3860-RA","1","2336","557"
"cgd4_3870","cgd4_3870-RA","1","6207","2068"
"cgd4_3880","cgd4_3880-RA","1","1209","402"
"cgd4_3890","cgd4_3890-RA","1","711","236"
"cgd4_390","cgd4_390-RA","1","1104","357"
"cgd4_3900","cgd4_3900-RA","1","972","323"
"cgd4_3910","cgd4_3910-RA","1","1014","337"
"cgd4_3920","cgd4_3920-RA","1","1077","358"
"cgd4_3930","cgd4_3930-RA","1","1056","351"
"cgd4_3940","cgd4_3940-RA","1","384","127"
"cgd4_3950","cgd4_3950-RA","1","3228","1075"
"cgd4_3960","cgd4_3960-RA","1","474","157"
"cgd4_3970","cgd4_3970-RA","1","2586","861"
"cgd4_3980","cgd4_3980-RA","1","2655","884"
"cgd4_3990","cgd4_3990-RA","1","1743","580"
"cgd4_3995","cgd4_3995-RA","1","126","N/A"
"cgd4_40","cgd4_40-RA","2","1980","654"
"cgd4_400","cgd4_400-RA","1","2054","499"
"cgd4_4000","cgd4_4000-RA","1","459","152"
"cgd4_4010","cgd4_4010-RA","1","2217","738"
"cgd4_4020","cgd4_4020-RA","2","1121","265"
"cgd4_4030","cgd4_4030-RA","3","884","231"
"cgd4_4040","cgd4_4040-RA","1","1437","474"
"cgd4_405","cgd4_405-RA","1","87","N/A"
"cgd4_4050","cgd4_4050-RA","1","1806","601"
"cgd4_4060","cgd4_4060-RA","1","3273","1080"
"cgd4_4070","cgd4_4070-RA","1","315","104"
"cgd4_4080","cgd4_4080-RA","1","1422","460"
"cgd4_4090","cgd4_4090-RA","1","3192","1063"
"cgd4_410","cgd4_410-RA","1","1158","385"
"cgd4_4100","cgd4_4100-RA","1","939","312"
"cgd4_4110","cgd4_4110-RA","1","966","321"
"cgd4_4120","cgd4_4120-RA","1","2799","932"
"cgd4_4130","cgd4_4130-RA","1","951","316"
"cgd4_4140","cgd4_4140-RA","1","4338","1445"
"cgd4_4150","cgd4_4150-RA","6","649","211"
"cgd4_4160","cgd4_4160-RA","1","1371","332"
"cgd4_4170","cgd4_4170-RA","1","462","153"
"cgd4_4180","cgd4_4180-RA","1","372","123"
"cgd4_4190","cgd4_4190-RA","1","372","123"
"cgd4_420","cgd4_420-RA","1","822","261"
"cgd4_4200","cgd4_4200-RA","1","1098","365"
"cgd4_4210","cgd4_4210-RA","1","2355","784"
"cgd4_4220","cgd4_4220-RA","1","5145","1714"
"cgd4_4230","cgd4_4230-RA","1","2403","800"
"cgd4_4240","cgd4_4240-RA","1","3453","1150"
"cgd4_4253","cgd4_4253-RA","4","1703","426"
"cgd4_4270","cgd4_4270-RA","1","948","315"
"cgd4_4280","cgd4_4280-RA","2","1200","398"
"cgd4_4290","cgd4_4290-RA","1","2640","879"
"cgd4_430","cgd4_430-RA","1","2220","739"
"cgd4_4300","cgd4_4300-RA","1","2313","753"
"cgd4_4303","cgd4_4303-RA","3","884","251"
"cgd4_4310","cgd4_4310-RA","1","1521","461"
"cgd4_4320","cgd4_4320-RA","1","2607","868"
"cgd4_4330","cgd4_4330-RA","1","1746","581"
"cgd4_4340","cgd4_4340-RA","1","1671","503"
"cgd4_4350","cgd4_4350-RA","1","2541","846"
"cgd4_4360","cgd4_4360-RA","1","1974","657"
"cgd4_4370","cgd4_4370-RA","1","2508","835"
"cgd4_4380","cgd4_4380-RA","1","675","224"
"cgd4_4390","cgd4_4390-RA","1","1117","194"
"cgd4_440","cgd4_440-RA","1","3444","1147"
"cgd4_4400","cgd4_4400-RA","1","981","286"
"cgd4_4410","cgd4_4410-RA","1","3145","933"
"cgd4_4423","cgd4_4423-RA","3","1131","319"
"cgd4_4440","cgd4_4440-RA","1","4035","1344"
"cgd4_4450","cgd4_4450-RA","1","1683","560"
"cgd4_4460","cgd4_4460-RA","1","1596","521"
"cgd4_4470","cgd4_4470-RA","1","1755","574"
"cgd4_4480","cgd4_4480-RA","1","1230","409"
"cgd4_4490","cgd4_4490-RA","1","2817","938"
"cgd4_450","cgd4_450-RA","1","7272","2423"
"cgd4_4500","cgd4_4500-RA","1","2330","689"
"cgd4_4503","cgd4_4503-RA","3","769","125"
"cgd4_460","cgd4_460-RA","1","1615","435"
"cgd4_470","cgd4_470-RA","1","792","187"
"cgd4_480","cgd4_480-RA","1","4032","1343"
"cgd4_490","cgd4_490-RA","1","5023","1187"
"cgd4_50","cgd4_50-RA","1","549","182"
"cgd4_500","cgd4_500-RA","9","2523","840"
"cgd4_510","cgd4_510-RA","1","5418","1805"
"cgd4_520","cgd4_520-RA","1","1158","385"
"cgd4_530","cgd4_530-RA","1","1152","383"
"cgd4_540","cgd4_540-RA","1","1657","423"
"cgd4_550","cgd4_550-RA","1","1092","363"
"cgd4_560","cgd4_560-RA","1","918","305"
"cgd4_570","cgd4_570-RA","2","1167","147"
"cgd4_580","cgd4_580-RA","1","2846","746"
"cgd4_590","cgd4_590-RA","1","390","129"
"cgd4_60","cgd4_60-RA","1","2370","786"
"cgd4_600","cgd4_600-RA","1","1917","638"
"cgd4_610","cgd4_610-RA","1","2334","777"
"cgd4_620","cgd4_620-RA","3","671","194"
"cgd4_63","cgd4_63-RA","3","459","152"
"cgd4_630","cgd4_630-RA","1","600","198"
"cgd4_640","cgd4_640-RA","1","7293","2430"
"cgd4_650","cgd4_650-RA","1","5941","1964"
"cgd4_660","cgd4_660-RA","1","911","180"
"cgd4_670","cgd4_670-RA","1","2817","938"
"cgd4_680","cgd4_680-RA","1","2043","680"
"cgd4_690","cgd4_690-RA","1","5805","1934"
"cgd4_70","cgd4_70-RA","1","2405","718"
"cgd4_700","cgd4_700-RA","1","1290","427"
"cgd4_710","cgd4_710-RA","1","675","224"
"cgd4_720","cgd4_720-RA","1","1044","333"
"cgd4_730","cgd4_730-RA","3","1688","520"
"cgd4_740","cgd4_740-RA","1","808","196"
"cgd4_743","cgd4_743-RA","3","501","115"
"cgd4_750","cgd4_750-RA","1","2443","688"
"cgd4_753","cgd4_753-RA","4","655","155"
"cgd4_760","cgd4_760-RA","1","950","237"
"cgd4_770","cgd4_770-RA","1","4320","1439"
"cgd4_780","cgd4_780-RA","1","5394","1797"
"cgd4_790","cgd4_790-RA","1","249","77"
"cgd4_80","cgd4_80-RA","1","2511","836"
"cgd4_800","cgd4_800-RA","1","1446","481"
"cgd4_810","cgd4_810-RA","1","1812","603"
"cgd4_820","cgd4_820-RA","1","2214","737"
"cgd4_830","cgd4_830-RA","1","978","325"
"cgd4_840","cgd4_840-RA","1","1015","133"
"cgd4_850","cgd4_850-RA","1","6276","2091"
"cgd4_860","cgd4_860-RA","1","4280","1246"
"cgd4_870","cgd4_870-RA","1","3385","1024"
"cgd4_880","cgd4_880-RA","1","2022","673"
"cgd4_890","cgd4_890-RA","2","255","84"
"cgd4_90","cgd4_90-RA","3","899","271"
"cgd4_900","cgd4_900-RA","1","3129","1042"
"cgd4_910","cgd4_910-RA","1","1653","550"
"cgd4_920","cgd4_920-RA","1","1578","525"
"cgd4_930","cgd4_930-RA","1","2699","699"
"cgd4_940","cgd4_940-RA","1","882","293"
"cgd4_950","cgd4_950-RA","1","1656","551"
"cgd4_960","cgd4_960-RA","3","759","242"
"cgd4_970","cgd4_970-RA","1","2574","857"
"cgd4_980","cgd4_980-RA","1","1819","399"
"cgd4_990","cgd4_990-RA","1","954","317"
"cgd5_10","cgd5_10-RA","1","2357","576"
"cgd5_100","cgd5_100-RA","1","3371","957"
"cgd5_1000","cgd5_1000-RA","1","2607","669"
"cgd5_1010","cgd5_1010-RA","1","2316","771"
"cgd5_1020","cgd5_1020-RA","1","1521","506"
"cgd5_1030","cgd5_1030-RA","1","1203","400"
"cgd5_1040","cgd5_1040-RA","1","648","215"
"cgd5_1050","cgd5_1050-RA","1","1233","361"
"cgd5_1060","cgd5_1060-RA","1","660","219"
"cgd5_1070","cgd5_1070-RA","1","762","253"
"cgd5_1080","cgd5_1080-RA","1","1341","443"
"cgd5_1090","cgd5_1090-RA","1","1116","371"
"cgd5_110","cgd5_110-RA","1","2569","797"
"cgd5_1100","cgd5_1100-RA","1","1491","496"
"cgd5_1110","cgd5_1110-RA","1","756","251"
"cgd5_1120","cgd5_1120-RA","1","1731","576"
"cgd5_1130","cgd5_1130-RA","1","1320","439"
"cgd5_1140","cgd5_1140-RA","1","1335","444"
"cgd5_1150","cgd5_1150-RA","1","1304","386"
"cgd5_1160","cgd5_1160-RA","1","1290","429"
"cgd5_1170","cgd5_1170-RA","1","2256","749"
"cgd5_1180","cgd5_1180-RA","2","2445","814"
"cgd5_1190","cgd5_1190-RA","1","1173","383"
"cgd5_120","cgd5_120-RA","1","1137","343"
"cgd5_1200","cgd5_1200-RA","1","1962","653"
"cgd5_1210","cgd5_1210-RA","1","1233","410"
"cgd5_1220","cgd5_1220-RA","1","1065","354"
"cgd5_1230","cgd5_1230-RA","1","753","250"
"cgd5_1240","cgd5_1240-RA","1","2253","750"
"cgd5_1250","cgd5_1250-RA","1","2319","772"
"cgd5_1260","cgd5_1260-RA","1","943","298"
"cgd5_1270","cgd5_1270-RA","1","1128","375"
"cgd5_1280","cgd5_1280-RA","1","2802","933"
"cgd5_1290","cgd5_1290-RA","1","1641","546"
"cgd5_130","cgd5_130-RA","1","5766","1921"
"cgd5_1300","cgd5_1300-RA","1","1179","392"
"cgd5_1310","cgd5_1310-RA","1","816","271"
"cgd5_1320","cgd5_1320-RA","1","1104","313"
"cgd5_1330","cgd5_1330-RA","1","762","253"
"cgd5_1340","cgd5_1340-RA","1","822","273"
"cgd5_1350","cgd5_1350-RA","1","396","131"
"cgd5_1360","cgd5_1360-RA","1","6072","2023"
"cgd5_1363","cgd5_1363-RA","7","822","270"
"cgd5_1370","cgd5_1370-RA","3","816","271"
"cgd5_1380","cgd5_1380-RA","1","1056","351"
"cgd5_1390","cgd5_1390-RA","1","939","228"
"cgd5_140","cgd5_140-RA","3","579","192"
"cgd5_1400","cgd5_1400-RA","1","733","232"
"cgd5_1410","cgd5_1410-RA","1","1938","632"
"cgd5_1423","cgd5_1423-RA","3","2952","864"
"cgd5_1440","cgd5_1440-RA","1","4806","1601"
"cgd5_1450","cgd5_1450-RA","1","1149","382"
"cgd5_1460","cgd5_1460-RA","1","2148","715"
"cgd5_1470","cgd5_1470-RA","1","714","222"
"cgd5_1480","cgd5_1480-RA","1","3705","1234"
"cgd5_1490","cgd5_1490-RA","1","7779","2592"
"cgd5_150","cgd5_150-RA","1","2727","908"
"cgd5_1500","cgd5_1500-RA","2","923","277"
"cgd5_1510","cgd5_1510-RA","1","2217","738"
"cgd5_1520","cgd5_1520-RA","3","548","175"
"cgd5_1530","cgd5_1530-RA","1","732","243"
"cgd5_1540","cgd5_1540-RA","1","1383","460"
"cgd5_1550","cgd5_1550-RA","1","285","68"
"cgd5_1560","cgd5_1560-RA","1","684","227"
"cgd5_1570","cgd5_1570-RA","1","609","202"
"cgd5_1580","cgd5_1580-RA","2","1229","388"
"cgd5_1590","cgd5_1590-RA","1","1134","377"
"cgd5_160","cgd5_160-RA","1","486","161"
"cgd5_1600","cgd5_1600-RA","1","1089","341"
"cgd5_1610","cgd5_1610-RA","1","966","321"
"cgd5_1620","cgd5_1620-RA","1","2775","903"
"cgd5_1630","cgd5_1630-RA","1","1659","548"
"cgd5_1640","cgd5_1640-RA","1","930","309"
"cgd5_1650","cgd5_1650-RA","1","558","185"
"cgd5_1660","cgd5_1660-RA","1","951","316"
"cgd5_1663","cgd5_1663-RA","4","942","297"
"cgd5_1670","cgd5_1670-RA","1","474","157"
"cgd5_1680","cgd5_1680-RA","1","4080","1359"
"cgd5_1690","cgd5_1690-RA","1","1735","548"
"cgd5_170","cgd5_170-RA","1","3858","1285"
"cgd5_1700","cgd5_1700-RA","1","1071","300"
"cgd5_1710","cgd5_1710-RA","1","2013","670"
"cgd5_1720","cgd5_1720-RA","1","336","111"
"cgd5_1730","cgd5_1730-RA","1","1125","374"
"cgd5_1740","cgd5_1740-RA","1","1359","452"
"cgd5_1750","cgd5_1750-RA","1","1212","385"
"cgd5_1760","cgd5_1760-RA","1","549","182"
"cgd5_1770","cgd5_1770-RA","1","558","185"
"cgd5_1780","cgd5_1780-RA","1","4137","1375"
"cgd5_1790","cgd5_1790-RA","1","528","167"
"cgd5_180","cgd5_180-RA","1","624","207"
"cgd5_1800","cgd5_1800-RA","1","2133","710"
"cgd5_1810","cgd5_1810-RA","1","615","204"
"cgd5_1820","cgd5_1820-RA","2","768","255"
"cgd5_1823","cgd5_1823-RA","2","416","87"
"cgd5_1830","cgd5_1830-RA","1","1038","345"
"cgd5_1840","cgd5_1840-RA","1","1995","664"
"cgd5_1850","cgd5_1850-RA","1","2013","670"
"cgd5_1860","cgd5_1860-RA","1","2214","737"
"cgd5_1870","cgd5_1870-RA","1","912","303"
"cgd5_1880","cgd5_1880-RA","1","1653","536"
"cgd5_1890","cgd5_1890-RA","1","966","321"
"cgd5_190","cgd5_190-RA","1","1041","346"
"cgd5_1910","cgd5_1910-RA","1","1383","460"
"cgd5_1920","cgd5_1920-RA","1","627","208"
"cgd5_1930","cgd5_1930-RA","1","939","312"
"cgd5_1940","cgd5_1940-RA","1","7536","2511"
"cgd5_1950","cgd5_1950-RA","1","879","292"
"cgd5_1960","cgd5_1960-RA","1","1350","446"
"cgd5_1970","cgd5_1970-RA","1","372","120"
"cgd5_1980","cgd5_1980-RA","1","2649","882"
"cgd5_1990","cgd5_1990-RA","1","770","195"
"cgd5_1993","cgd5_1993-RA","1","2308","769"
"cgd5_20","cgd5_20-RA","1","2283","760"
"cgd5_200","cgd5_200-RA","1","342","113"
"cgd5_2000","cgd5_2000-RA","1","2007","668"
"cgd5_2010","cgd5_2010-RA","1","2088","690"
"cgd5_2020","cgd5_2020-RA","1","1242","413"
"cgd5_2030","cgd5_2030-RA","1","606","201"
"cgd5_2040","cgd5_2040-RA","5","729","242"
"cgd5_2050","cgd5_2050-RA","1","2313","770"
"cgd5_2060","cgd5_2060-RA","1","1854","617"
"cgd5_2070","cgd5_2070-RA","1","6372","2123"
"cgd5_2080","cgd5_2080-RA","1","5412","1803"
"cgd5_2090","cgd5_2090-RA","1","2046","681"
"cgd5_210","cgd5_210-RA","1","3258","1085"
"cgd5_2100","cgd5_2100-RA","3","1436","431"
"cgd5_2110","cgd5_2110-RA","1","747","248"
"cgd5_2120","cgd5_2120-RA","1","804","267"
"cgd5_2130","cgd5_2130-RA","1","3228","1075"
"cgd5_2140","cgd5_2140-RA","1","1719","572"
"cgd5_2150","cgd5_2150-RA","1","1062","353"
"cgd5_2160","cgd5_2160-RA","2","411","110"
"cgd5_2163","cgd5_2163-RA","2","394","107"
"cgd5_2170","cgd5_2170-RA","1","549","124"
"cgd5_2180","cgd5_2180-RA","1","5104","1610"
"cgd5_2190","cgd5_2190-RA","1","1622","472"
"cgd5_220","cgd5_220-RA","1","2683","856"
"cgd5_2200","cgd5_2200-RA","1","1803","600"
"cgd5_2210","cgd5_2210-RA","1","772","151"
"cgd5_2220","cgd5_2220-RA","1","591","126"
"cgd5_2230","cgd5_2230-RA","1","1205","363"
"cgd5_2240","cgd5_2240-RA","1","1275","424"
"cgd5_2250","cgd5_2250-RA","1","4320","1427"
"cgd5_2260","cgd5_2260-RA","1","924","293"
"cgd5_2265","cgd5_2265-RA","1","82","N/A"
"cgd5_2270","cgd5_2270-RA","1","1413","327"
"cgd5_2280","cgd5_2280-RA","1","630","209"
"cgd5_2290","cgd5_2290-RA","1","1209","402"
"cgd5_230","cgd5_230-RA","1","1395","464"
"cgd5_2300","cgd5_2300-RA","1","763","132"
"cgd5_2310","cgd5_2310-RA","1","5009","1424"
"cgd5_2315","cgd5_2315-RA","1","74","N/A"
"cgd5_2316","cgd5_2316-RA","1","74","N/A"
"cgd5_2320","cgd5_2320-RA","1","855","280"
"cgd5_2330","cgd5_2330-RA","1","1188","395"
"cgd5_2340","cgd5_2340-RA","1","1779","524"
"cgd5_2343","cgd5_2343-RA","1","480","88"
"cgd5_2350","cgd5_2350-RA","1","1497","498"
"cgd5_2360","cgd5_2360-RA","1","750","237"
"cgd5_2370","cgd5_2370-RA","1","519","122"
"cgd5_2380","cgd5_2380-RA","1","1086","361"
"cgd5_2390","cgd5_2390-RA","1","1647","548"
"cgd5_240","cgd5_240-RA","1","667","177"
"cgd5_2400","cgd5_2400-RA","1","969","322"
"cgd5_2410","cgd5_2410-RA","1","1890","614"
"cgd5_2420","cgd5_2420-RA","1","3915","1304"
"cgd5_2423","cgd5_2423-RA","1","836","226"
"cgd5_2430","cgd5_2430-RA","1","904","162"
"cgd5_2440","cgd5_2440-RA","1","2454","707"
"cgd5_2450","cgd5_2450-RA","1","3480","1159"
"cgd5_2460","cgd5_2460-RA","1","2574","857"
"cgd5_2470","cgd5_2470-RA","1","1338","312"
"cgd5_2473","cgd5_2473-RA","2","404","83"
"cgd5_2480","cgd5_2480-RA","1","3225","1074"
"cgd5_2490","cgd5_2490-RA","1","977","320"
"cgd5_250","cgd5_250-RA","1","2188","652"
"cgd5_2500","cgd5_2500-RA","1","4860","1619"
"cgd5_2510","cgd5_2510-RA","1","888","294"
"cgd5_2520","cgd5_2520-RA","3","923","223"
"cgd5_253","cgd5_253-RA","2","804","240"
"cgd5_2530","cgd5_2530-RA","1","2952","899"
"cgd5_2540","cgd5_2540-RA","2","3606","1141"
"cgd5_2550","cgd5_2550-RA","2","1869","229"
"cgd5_2560","cgd5_2560-RA","1","2454","817"
"cgd5_2570","cgd5_2570-RA","1","1107","368"
"cgd5_2580","cgd5_2580-RA","1","702","233"
"cgd5_2590","cgd5_2590-RA","1","1819","362"
"cgd5_260","cgd5_260-RA","2","2637","830"
"cgd5_2600","cgd5_2600-RA","1","1856","524"
"cgd5_2610","cgd5_2610-RA","1","1459","365"
"cgd5_2620","cgd5_2620-RA","1","2235","659"
"cgd5_2630","cgd5_2630-RA","1","807","268"
"cgd5_2640","cgd5_2640-RA","1","2214","737"
"cgd5_2650","cgd5_2650-RA","1","801","140"
"cgd5_2660","cgd5_2660-RA","1","3822","1273"
"cgd5_2670","cgd5_2670-RA","1","1447","354"
"cgd5_2680","cgd5_2680-RA","1","3845","1259"
"cgd5_2690","cgd5_2690-RA","1","2411","646"
"cgd5_270","cgd5_270-RA","1","1260","351"
"cgd5_2700","cgd5_2700-RA","1","1063","332"
"cgd5_2710","cgd5_2710-RA","1","723","240"
"cgd5_2720","cgd5_2720-RA","1","6454","1939"
"cgd5_2730","cgd5_2730-RA","2","1759","560"
"cgd5_2740","cgd5_2740-RA","1","1783","512"
"cgd5_2750","cgd5_2750-RA","1","3093","852"
"cgd5_2760","cgd5_2760-RA","1","1122","296"
"cgd5_2770","cgd5_2770-RA","1","865","261"
"cgd5_2780","cgd5_2780-RA","1","387","128"
"cgd5_2790","cgd5_2790-RA","1","1614","537"
"cgd5_280","cgd5_280-RA","1","963","320"
"cgd5_2800","cgd5_2800-RA","1","408","134"
"cgd5_2810","cgd5_2810-RA","1","2121","456"
"cgd5_2820","cgd5_2820-RA","1","684","210"
"cgd5_2830","cgd5_2830-RA","1","6909","2302"
"cgd5_2840","cgd5_2840-RA","1","7938","2645"
"cgd5_2843","cgd5_2843-RA","6","1016","338"
"cgd5_2850","cgd5_2850-RA","1","2016","671"
"cgd5_2860","cgd5_2860-RA","1","3290","924"
"cgd5_2870","cgd5_2870-RA","1","1071","356"
"cgd5_2880","cgd5_2880-RA","1","2144","601"
"cgd5_2890","cgd5_2890-RA","1","1126","346"
"cgd5_290","cgd5_290-RA","1","762","253"
"cgd5_2900","cgd5_2900-RA","1","1287","428"
"cgd5_2910","cgd5_2910-RA","1","1530","507"
"cgd5_2920","cgd5_2920-RA","1","2649","677"
"cgd5_2930","cgd5_2930-RA","1","4916","1429"
"cgd5_2940","cgd5_2940-RA","1","792","263"
"cgd5_2950","cgd5_2950-RA","1","2087","558"
