"Gene ID","Sequence Level","Is Top Level","Genomic Sequence","lc_project_id","Location","organismAbbrev","start","end","is_reversed","start_context","end_context"
"cgd7_3200","chromosome","1","CM000435","cryptodb","744818 - 745813 (-)","cparIowaII","744818","745813","-","739818","750813"
"cgd7_3210","chromosome","1","CM000435","cryptodb","746263 - 747219 (+)","cparIowaII","746263","747219","+","741263","752219"
"cgd7_3220","chromosome","1","CM000435","cryptodb","747332 - 748165 (-)","cparIowaII","747332","748165","-","742332","753165"
"cgd7_3230","chromosome","1","CM000435","cryptodb","748341 - 749054 (-)","cparIowaII","748341","749054","-","743341","754054"
"cgd7_3240","chromosome","1","CM000435","cryptodb","749260 - 749521 (-)","cparIowaII","749260","749521","-","744260","754521"
"cgd7_3250","chromosome","1","CM000435","cryptodb","749868 - 750659 (+)","cparIowaII","749868","750659","+","744868","755659"
"cgd7_3260","chromosome","1","CM000435","cryptodb","750977 - 751768 (+)","cparIowaII","750977","751768","+","745977","756768"
"cgd7_3270","chromosome","1","CM000435","cryptodb","751866 - 755249 (-)","cparIowaII","751866","755249","-","746866","760249"
"cgd7_3280","chromosome","1","CM000435","cryptodb","755608 - 756180 (-)","cparIowaII","755608","756180","-","750608","761180"
"cgd7_3290","chromosome","1","CM000435","cryptodb","756985 - 758850 (+)","cparIowaII","756985","758850","+","751985","763850"
"cgd7_330","chromosome","1","CM000435","cryptodb","78604 - 80445 (+)","cparIowaII","78604","80445","+","73604","85445"
"cgd7_3300","chromosome","1","CM000435","cryptodb","758962 - 759798 (+)","cparIowaII","758962","759798","+","753962","764798"
"cgd7_3310","chromosome","1","CM000435","cryptodb","759910 - 760206 (-)","cparIowaII","759910","760206","-","754910","765206"
"cgd7_3320","chromosome","1","CM000435","cryptodb","760471 - 763092 (+)","cparIowaII","760471","763092","+","755471","768092"
"cgd7_3330","chromosome","1","CM000435","cryptodb","763182 - 764333 (-)","cparIowaII","763182","764333","-","758182","769333"
"cgd7_3340","chromosome","1","CM000435","cryptodb","764585 - 765130 (-)","cparIowaII","764585","765130","-","759585","770130"
"cgd7_3350","chromosome","1","CM000435","cryptodb","765433 - 767394 (+)","cparIowaII","765433","767394","+","760433","772394"
"cgd7_3360","chromosome","1","CM000435","cryptodb","767424 - 769919 (-)","cparIowaII","767424","769919","-","762424","774919"
"cgd7_3370","chromosome","1","CM000435","cryptodb","770007 - 770957 (+)","cparIowaII","770007","770957","+","765007","775957"
"cgd7_3380","chromosome","1","CM000435","cryptodb","771689 - 772315 (+)","cparIowaII","771689","772315","+","766689","777315"
"cgd7_3390","chromosome","1","CM000435","cryptodb","772665 - 775049 (+)","cparIowaII","772665","775049","+","767665","780049"
"cgd7_340","chromosome","1","CM000435","cryptodb","80687 - 82885 (-)","cparIowaII","80687","82885","-","75687","87885"
"cgd7_3400","chromosome","1","CM000435","cryptodb","776186 - 776623 (-)","cparIowaII","776186","776623","-","771186","781623"
"cgd7_3410","chromosome","1","CM000435","cryptodb","776919 - 778697 (+)","cparIowaII","776919","778697","+","771919","783697"
"cgd7_3420","chromosome","1","CM000435","cryptodb","778751 - 779251 (-)","cparIowaII","778751","779251","-","773751","784251"
"cgd7_3430","chromosome","1","CM000435","cryptodb","779380 - 781293 (-)","cparIowaII","779380","781293","-","774380","786293"
"cgd7_3440","chromosome","1","CM000435","cryptodb","781501 - 782432 (+)","cparIowaII","781501","782432","+","776501","787432"
"cgd7_3450","chromosome","1","CM000435","cryptodb","782487 - 784394 (-)","cparIowaII","782487","784394","-","777487","789394"
"cgd7_3460","chromosome","1","CM000435","cryptodb","784523 - 785395 (-)","cparIowaII","784523","785395","-","779523","790395"
"cgd7_3470","chromosome","1","CM000435","cryptodb","785835 - 789827 (+)","cparIowaII","785835","789827","+","780835","794827"
"cgd7_3480","chromosome","1","CM000435","cryptodb","789816 - 791734 (-)","cparIowaII","789816","791734","-","784816","796734"
"cgd7_3490","chromosome","1","CM000435","cryptodb","791914 - 792666 (+)","cparIowaII","791914","792666","+","786914","797666"
"cgd7_350","chromosome","1","CM000435","cryptodb","83213 - 84337 (-)","cparIowaII","83213","84337","-","78213","89337"
"cgd7_3500","chromosome","1","CM000435","cryptodb","792775 - 793581 (-)","cparIowaII","792775","793581","-","787775","798581"
"cgd7_3510","chromosome","1","CM000435","cryptodb","793624 - 796157 (-)","cparIowaII","793624","796157","-","788624","801157"
"cgd7_3513","chromosome","1","CM000435","cryptodb","797202 - 797602 (-)","cparIowaII","797202","797602","-","792202","802602"
"cgd7_353","chromosome","1","CM000435","cryptodb","84517 - 85063 (+)","cparIowaII","84517","85063","+","79517","90063"
"cgd7_3530","chromosome","1","CM000435","cryptodb","797710 - 799194 (+)","cparIowaII","797710","799194","+","792710","804194"
"cgd7_3540","chromosome","1","CM000435","cryptodb","799376 - 800944 (-)","cparIowaII","799376","800944","-","794376","805944"
"cgd7_3550","chromosome","1","CM000435","cryptodb","801272 - 802720 (+)","cparIowaII","801272","802720","+","796272","807720"
"cgd7_3560","chromosome","1","CM000435","cryptodb","802804 - 803400 (+)","cparIowaII","802804","803400","+","797804","808400"
"cgd7_3570","chromosome","1","CM000435","cryptodb","803421 - 805295 (-)","cparIowaII","803421","805295","-","798421","810295"
"cgd7_3573","chromosome","1","CM000435","cryptodb","805408 - 805797 (+)","cparIowaII","805408","805797","+","800408","810797"
"cgd7_3580","chromosome","1","CM000435","cryptodb","805825 - 807795 (-)","cparIowaII","805825","807795","-","800825","812795"
"cgd7_3590","chromosome","1","CM000435","cryptodb","807892 - 809547 (+)","cparIowaII","807892","809547","+","802892","814547"
"cgd7_360","chromosome","1","CM000435","cryptodb","85466 - 88324 (+)","cparIowaII","85466","88324","+","80466","93324"
"cgd7_3600","chromosome","1","CM000435","cryptodb","809587 - 811524 (-)","cparIowaII","809587","811524","-","804587","816524"
"cgd7_3610","chromosome","1","CM000435","cryptodb","812429 - 813331 (+)","cparIowaII","812429","813331","+","807429","818331"
"cgd7_3620","chromosome","1","CM000435","cryptodb","813417 - 818646 (-)","cparIowaII","813417","818646","-","808417","823646"
"cgd7_3630","chromosome","1","CM000435","cryptodb","814886 - 816328 (+)","cparIowaII","814886","816328","+","809886","821328"
"cgd7_3633","chromosome","1","CM000435","cryptodb","816396 - 818646 (-)","cparIowaII","816396","818646","-","811396","823646"
"cgd7_3640","chromosome","1","CM000435","cryptodb","818775 - 820412 (-)","cparIowaII","818775","820412","-","813775","825412"
"cgd7_3650","chromosome","1","CM000435","cryptodb","820511 - 821350 (-)","cparIowaII","820511","821350","-","815511","826350"
"cgd7_3660","chromosome","1","CM000435","cryptodb","821536 - 822387 (+)","cparIowaII","821536","822387","+","816536","827387"
"cgd7_3670","chromosome","1","CM000435","cryptodb","822605 - 824968 (+)","cparIowaII","822605","824968","+","817605","829968"
"cgd7_3680","chromosome","1","CM000435","cryptodb","825034 - 827409 (-)","cparIowaII","825034","827409","-","820034","832409"
"cgd7_3690","chromosome","1","CM000435","cryptodb","827620 - 829830 (+)","cparIowaII","827620","829830","+","822620","834830"
"cgd7_370","chromosome","1","CM000435","cryptodb","88427 - 90610 (+)","cparIowaII","88427","90610","+","83427","95610"
"cgd7_3700","chromosome","1","CM000435","cryptodb","830042 - 830497 (+)","cparIowaII","830042","830497","+","825042","835497"
"cgd7_3710","chromosome","1","CM000435","cryptodb","830625 - 832631 (-)","cparIowaII","830625","832631","-","825625","837631"
"cgd7_3720","chromosome","1","CM000435","cryptodb","832784 - 836610 (-)","cparIowaII","832784","836610","-","827784","841610"
"cgd7_3730","chromosome","1","CM000435","cryptodb","836947 - 838347 (+)","cparIowaII","836947","838347","+","831947","843347"
"cgd7_3740","chromosome","1","CM000435","cryptodb","838351 - 839034 (-)","cparIowaII","838351","839034","-","833351","844034"
"cgd7_3750","chromosome","1","CM000435","cryptodb","839162 - 841546 (+)","cparIowaII","839162","841546","+","834162","846546"
"cgd7_3760","chromosome","1","CM000435","cryptodb","841953 - 842864 (+)","cparIowaII","841953","842864","+","836953","847864"
"cgd7_3763","chromosome","1","CM000435","cryptodb","843087 - 843625 (+)","cparIowaII","843087","843625","+","838087","848625"
"cgd7_3770","chromosome","1","CM000435","cryptodb","843577 - 843915 (+)","cparIowaII","843577","843915","+","838577","848915"
"cgd7_3780","chromosome","1","CM000435","cryptodb","844545 - 846335 (+)","cparIowaII","844545","846335","+","839545","851335"
"cgd7_3790","chromosome","1","CM000435","cryptodb","846632 - 849082 (-)","cparIowaII","846632","849082","-","841632","854082"
"cgd7_380","chromosome","1","CM000435","cryptodb","90845 - 92584 (+)","cparIowaII","90845","92584","+","85845","97584"
"cgd7_3800","chromosome","1","CM000435","cryptodb","849399 - 858104 (-)","cparIowaII","849399","858104","-","844399","863104"
"cgd7_3810","chromosome","1","CM000435","cryptodb","858475 - 863622 (+)","cparIowaII","858475","863622","+","853475","868622"
"cgd7_3820","chromosome","1","CM000435","cryptodb","863848 - 868113 (+)","cparIowaII","863848","868113","+","858848","873113"
"cgd7_3830","chromosome","1","CM000435","cryptodb","868463 - 870375 (+)","cparIowaII","868463","870375","+","863463","875375"
"cgd7_3840","chromosome","1","CM000435","cryptodb","870518 - 872770 (-)","cparIowaII","870518","872770","-","865518","877770"
"cgd7_3850","chromosome","1","CM000435","cryptodb","873022 - 873735 (-)","cparIowaII","873022","873735","-","868022","878735"
"cgd7_3860","chromosome","1","CM000435","cryptodb","873954 - 877733 (-)","cparIowaII","873954","877733","-","868954","882733"
"cgd7_3870","chromosome","1","CM000435","cryptodb","877990 - 882987 (+)","cparIowaII","877990","882987","+","872990","887987"
"cgd7_3873","chromosome","1","CM000435","cryptodb","882867 - 883461 (-)","cparIowaII","882867","883461","-","877867","888461"
"cgd7_3880","chromosome","1","CM000435","cryptodb","883858 - 885741 (-)","cparIowaII","883858","885741","-","878858","890741"
"cgd7_3883","chromosome","1","CM000435","cryptodb","886078 - 887481 (+)","cparIowaII","886078","887481","+","881078","892481"
"cgd7_3890","chromosome","1","CM000435","cryptodb","887508 - 888581 (-)","cparIowaII","887508","888581","-","882508","893581"
"cgd7_390","chromosome","1","CM000435","cryptodb","92660 - 93817 (-)","cparIowaII","92660","93817","-","87660","98817"
"cgd7_3900","chromosome","1","CM000435","cryptodb","889090 - 889983 (+)","cparIowaII","889090","889983","+","884090","894983"
"cgd7_3910","chromosome","1","CM000435","cryptodb","890190 - 891887 (+)","cparIowaII","890190","891887","+","885190","896887"
"cgd7_3920","chromosome","1","CM000435","cryptodb","892205 - 892708 (+)","cparIowaII","892205","892708","+","887205","897708"
"cgd7_3930","chromosome","1","CM000435","cryptodb","892781 - 893901 (+)","cparIowaII","892781","893901","+","887781","898901"
"cgd7_3940","chromosome","1","CM000435","cryptodb","894022 - 895212 (+)","cparIowaII","894022","895212","+","889022","900212"
"cgd7_3950","chromosome","1","CM000435","cryptodb","895261 - 896556 (-)","cparIowaII","895261","896556","-","890261","901556"
"cgd7_3960","chromosome","1","CM000435","cryptodb","896709 - 897992 (+)","cparIowaII","896709","897992","+","891709","902992"
"cgd7_3970","chromosome","1","CM000435","cryptodb","898124 - 898558 (-)","cparIowaII","898124","898558","-","893124","903558"
"cgd7_3980","chromosome","1","CM000435","cryptodb","899266 - 901044 (+)","cparIowaII","899266","901044","+","894266","906044"
"cgd7_3990","chromosome","1","CM000435","cryptodb","901107 - 901371 (-)","cparIowaII","901107","901371","-","896107","906371"
"cgd7_40","chromosome","1","CM000435","cryptodb","21516 - 23990 (-)","cparIowaII","21516","23990","-","16516","28990"
"cgd7_400","chromosome","1","CM000435","cryptodb","94398 - 96081 (+)","cparIowaII","94398","96081","+","89398","101081"
"cgd7_4000","chromosome","1","CM000435","cryptodb","901805 - 903225 (+)","cparIowaII","901805","903225","+","896805","908225"
"cgd7_4010","chromosome","1","CM000435","cryptodb","903438 - 906113 (+)","cparIowaII","903438","906113","+","898438","911113"
"cgd7_4020","chromosome","1","CM000435","cryptodb","906581 - 912394 (-)","cparIowaII","906581","912394","-","901581","917394"
"cgd7_4025","chromosome","1","CM000435","cryptodb","912870 - 912940 (+)","cparIowaII","912870","912940","+","907870","917940"
"cgd7_4030","chromosome","1","CM000435","cryptodb","913086 - 914998 (-)","cparIowaII","913086","914998","-","908086","919998"
"cgd7_4040","chromosome","1","CM000435","cryptodb","915147 - 915688 (-)","cparIowaII","915147","915688","-","910147","920688"
"cgd7_4050","chromosome","1","CM000435","cryptodb","916020 - 916268 (+)","cparIowaII","916020","916268","+","911020","921268"
"cgd7_4060","chromosome","1","CM000435","cryptodb","916642 - 918684 (+)","cparIowaII","916642","918684","+","911642","923684"
"cgd7_4070","chromosome","1","CM000435","cryptodb","918625 - 920049 (-)","cparIowaII","918625","920049","-","913625","925049"
"cgd7_4080","chromosome","1","CM000435","cryptodb","920207 - 921562 (+)","cparIowaII","920207","921562","+","915207","926562"
"cgd7_4090","chromosome","1","CM000435","cryptodb","921611 - 923686 (-)","cparIowaII","921611","923686","-","916611","928686"
"cgd7_4093","chromosome","1","CM000435","cryptodb","924293 - 924603 (+)","cparIowaII","924293","924603","+","919293","929603"
"cgd7_410","chromosome","1","CM000435","cryptodb","96168 - 98235 (-)","cparIowaII","96168","98235","-","91168","103235"
"cgd7_4100","chromosome","1","CM000435","cryptodb","925062 - 927459 (-)","cparIowaII","925062","927459","-","920062","932459"
"cgd7_4110","chromosome","1","CM000435","cryptodb","927920 - 929509 (-)","cparIowaII","927920","929509","-","922920","934509"
"cgd7_4120","chromosome","1","CM000435","cryptodb","930106 - 931350 (-)","cparIowaII","930106","931350","-","925106","936350"
"cgd7_4130","chromosome","1","CM000435","cryptodb","931545 - 933071 (-)","cparIowaII","931545","933071","-","926545","938071"
"cgd7_4140","chromosome","1","CM000435","cryptodb","933311 - 934537 (-)","cparIowaII","933311","934537","-","928311","939537"
"cgd7_4150","chromosome","1","CM000435","cryptodb","934748 - 936637 (+)","cparIowaII","934748","936637","+","929748","941637"
"cgd7_4160","chromosome","1","CM000435","cryptodb","936766 - 938679 (-)","cparIowaII","936766","938679","-","931766","943679"
"cgd7_4170","chromosome","1","CM000435","cryptodb","938873 - 939979 (-)","cparIowaII","938873","939979","-","933873","944979"
"cgd7_4180","chromosome","1","CM000435","cryptodb","940557 - 941145 (+)","cparIowaII","940557","941145","+","935557","946145"
"cgd7_4190","chromosome","1","CM000435","cryptodb","941477 - 944866 (-)","cparIowaII","941477","944866","-","936477","949866"
"cgd7_420","chromosome","1","CM000435","cryptodb","99194 - 105551 (-)","cparIowaII","99194","105551","-","94194","110551"
"cgd7_4200","chromosome","1","CM000435","cryptodb","945443 - 945847 (+)","cparIowaII","945443","945847","+","940443","950847"
"cgd7_4210","chromosome","1","CM000435","cryptodb","946136 - 946520 (+)","cparIowaII","946136","946520","+","941136","951520"
"cgd7_4213","chromosome","1","CM000435","cryptodb","946679 - 947170 (-)","cparIowaII","946679","947170","-","941679","952170"
"cgd7_4220","chromosome","1","CM000435","cryptodb","947389 - 948987 (+)","cparIowaII","947389","948987","+","942389","953987"
"cgd7_4230","chromosome","1","CM000435","cryptodb","949072 - 950904 (-)","cparIowaII","949072","950904","-","944072","955904"
"cgd7_4240","chromosome","1","CM000435","cryptodb","951139 - 952023 (-)","cparIowaII","951139","952023","-","946139","957023"
"cgd7_4250","chromosome","1","CM000435","cryptodb","952050 - 954045 (-)","cparIowaII","952050","954045","-","947050","959045"
"cgd7_4260","chromosome","1","CM000435","cryptodb","954257 - 956077 (-)","cparIowaII","954257","956077","-","949257","961077"
"cgd7_4270","chromosome","1","CM000435","cryptodb","956684 - 957433 (+)","cparIowaII","956684","957433","+","951684","962433"
"cgd7_4280","chromosome","1","CM000435","cryptodb","957897 - 961238 (-)","cparIowaII","957897","961238","-","952897","966238"
"cgd7_4290","chromosome","1","CM000435","cryptodb","962078 - 963643 (+)","cparIowaII","962078","963643","+","957078","968643"
"cgd7_430","chromosome","1","CM000435","cryptodb","106361 - 107323 (+)","cparIowaII","106361","107323","+","101361","112323"
"cgd7_4300","chromosome","1","CM000435","cryptodb","963855 - 964993 (+)","cparIowaII","963855","964993","+","958855","969993"
"cgd7_4310","chromosome","1","CM000435","cryptodb","965402 - 970399 (+)","cparIowaII","965402","970399","+","960402","975399"
"cgd7_4320","chromosome","1","CM000435","cryptodb","970962 - 971993 (+)","cparIowaII","970962","971993","+","965962","976993"
"cgd7_4330","chromosome","1","CM000435","cryptodb","972197 - 973981 (+)","cparIowaII","972197","973981","+","967197","978981"
"cgd7_4333","chromosome","1","CM000435","cryptodb","974078 - 976090 (+)","cparIowaII","974078","976090","+","969078","981090"
"cgd7_4340","chromosome","1","CM000435","cryptodb","976093 - 985821 (-)","cparIowaII","976093","985821","-","971093","990821"
"cgd7_4350","chromosome","1","CM000435","cryptodb","986082 - 991064 (-)","cparIowaII","986082","991064","-","981082","996064"
"cgd7_4360","chromosome","1","CM000435","cryptodb","991518 - 992632 (-)","cparIowaII","991518","992632","-","986518","997632"
"cgd7_4370","chromosome","1","CM000435","cryptodb","992875 - 993467 (+)","cparIowaII","992875","993467","+","987875","998467"
"cgd7_4380","chromosome","1","CM000435","cryptodb","993572 - 994357 (-)","cparIowaII","993572","994357","-","988572","999357"
"cgd7_4390","chromosome","1","CM000435","cryptodb","994500 - 995597 (-)","cparIowaII","994500","995597","-","989500","1000597"
"cgd7_440","chromosome","1","CM000435","cryptodb","107395 - 109134 (-)","cparIowaII","107395","109134","-","102395","114134"
"cgd7_4400","chromosome","1","CM000435","cryptodb","996332 - 997723 (+)","cparIowaII","996332","997723","+","991332","1002723"
"cgd7_4410","chromosome","1","CM000435","cryptodb","997891 - 998868 (-)","cparIowaII","997891","998868","-","992891","1003868"
"cgd7_4420","chromosome","1","CM000435","cryptodb","998933 - 1001413 (-)","cparIowaII","998933","1001413","-","993933","1006413"
"cgd7_4430","chromosome","1","CM000435","cryptodb","1001995 - 1002324 (+)","cparIowaII","1001995","1002324","+","996995","1007324"
"cgd7_4440","chromosome","1","CM000435","cryptodb","1002482 - 1003360 (+)","cparIowaII","1002482","1003360","+","997482","1008360"
"cgd7_4450","chromosome","1","CM000435","cryptodb","1003446 - 1004594 (-)","cparIowaII","1003446","1004594","-","998446","1009594"
"cgd7_4460","chromosome","1","CM000435","cryptodb","1005280 - 1005834 (+)","cparIowaII","1005280","1005834","+","1000280","1010834"
"cgd7_4470","chromosome","1","CM000435","cryptodb","1006559 - 1007920 (+)","cparIowaII","1006559","1007920","+","1001559","1012920"
"cgd7_4480","chromosome","1","CM000435","cryptodb","1007994 - 1009145 (-)","cparIowaII","1007994","1009145","-","1002994","1014145"
"cgd7_4490","chromosome","1","CM000435","cryptodb","1009802 - 1014736 (-)","cparIowaII","1009802","1014736","-","1004802","1019736"
"cgd7_450","chromosome","1","CM000435","cryptodb","109479 - 111373 (+)","cparIowaII","109479","111373","+","104479","116373"
"cgd7_4500","chromosome","1","CM000435","cryptodb","1016373 - 1018883 (+)","cparIowaII","1016373","1018883","+","1011373","1023883"
"cgd7_4510","chromosome","1","CM000435","cryptodb","1018951 - 1024424 (-)","cparIowaII","1018951","1024424","-","1013951","1029424"
"cgd7_4520","chromosome","1","CM000435","cryptodb","1024954 - 1029554 (-)","cparIowaII","1024954","1029554","-","1019954","1034554"
"cgd7_4530","chromosome","1","CM000435","cryptodb","1029885 - 1035560 (+)","cparIowaII","1029885","1035560","+","1024885","1040560"
"cgd7_4540","chromosome","1","CM000435","cryptodb","1036236 - 1037342 (+)","cparIowaII","1036236","1037342","+","1031236","1042342"
"cgd7_4550","chromosome","1","CM000435","cryptodb","1037410 - 1037718 (-)","cparIowaII","1037410","1037718","-","1032410","1042718"
"cgd7_4560","chromosome","1","CM000435","cryptodb","1038167 - 1047415 (-)","cparIowaII","1038167","1047415","-","1033167","1052415"
"cgd7_4570","chromosome","1","CM000435","cryptodb","1047799 - 1048479 (+)","cparIowaII","1047799","1048479","+","1042799","1053479"
"cgd7_4580","chromosome","1","CM000435","cryptodb","1048667 - 1049032 (+)","cparIowaII","1048667","1049032","+","1043667","1054032"
"cgd7_4590","chromosome","1","CM000435","cryptodb","1049073 - 1050281 (-)","cparIowaII","1049073","1050281","-","1044073","1055281"
"cgd7_460","chromosome","1","CM000435","cryptodb","111937 - 116026 (+)","cparIowaII","111937","116026","+","106937","121026"
"cgd7_4600","chromosome","1","CM000435","cryptodb","1050381 - 1052093 (+)","cparIowaII","1050381","1052093","+","1045381","1057093"
"cgd7_4610","chromosome","1","CM000435","cryptodb","1052267 - 1053334 (-)","cparIowaII","1052267","1053334","-","1047267","1058334"
"cgd7_4620","chromosome","1","CM000435","cryptodb","1053808 - 1056148 (+)","cparIowaII","1053808","1056148","+","1048808","1061148"
"cgd7_4630","chromosome","1","CM000435","cryptodb","1056106 - 1056900 (-)","cparIowaII","1056106","1056900","-","1051106","1061900"
"cgd7_4640","chromosome","1","CM000435","cryptodb","1057017 - 1057961 (+)","cparIowaII","1057017","1057961","+","1052017","1062961"
"cgd7_4650","chromosome","1","CM000435","cryptodb","1057988 - 1058473 (-)","cparIowaII","1057988","1058473","-","1052988","1063473"
"cgd7_4660","chromosome","1","CM000435","cryptodb","1059463 - 1060860 (+)","cparIowaII","1059463","1060860","+","1054463","1065860"
"cgd7_4663","chromosome","1","CM000435","cryptodb","1061110 - 1061335 (+)","cparIowaII","1061110","1061335","+","1056110","1066335"
"cgd7_4670","chromosome","1","CM000435","cryptodb","1061610 - 1062065 (+)","cparIowaII","1061610","1062065","+","1056610","1067065"
"cgd7_4680","chromosome","1","CM000435","cryptodb","1062186 - 1063352 (-)","cparIowaII","1062186","1063352","-","1057186","1068352"
"cgd7_4690","chromosome","1","CM000435","cryptodb","1063482 - 1066226 (-)","cparIowaII","1063482","1066226","-","1058482","1071226"
"cgd7_470","chromosome","1","CM000435","cryptodb","116451 - 117437 (-)","cparIowaII","116451","117437","-","111451","122437"
"cgd7_4700","chromosome","1","CM000435","cryptodb","1066544 - 1067191 (+)","cparIowaII","1066544","1067191","+","1061544","1072191"
"cgd7_4710","chromosome","1","CM000435","cryptodb","1067289 - 1068284 (-)","cparIowaII","1067289","1068284","-","1062289","1073284"
"cgd7_4713","chromosome","1","CM000435","cryptodb","1068543 - 1069634 (-)","cparIowaII","1068543","1069634","-","1063543","1074634"
"cgd7_4720","chromosome","1","CM000435","cryptodb","1070060 - 1071556 (+)","cparIowaII","1070060","1071556","+","1065060","1076556"
"cgd7_4730","chromosome","1","CM000435","cryptodb","1071695 - 1072863 (+)","cparIowaII","1071695","1072863","+","1066695","1077863"
"cgd7_4740","chromosome","1","CM000435","cryptodb","1073118 - 1074881 (+)","cparIowaII","1073118","1074881","+","1068118","1079881"
"cgd7_4750","chromosome","1","CM000435","cryptodb","1074865 - 1075846 (-)","cparIowaII","1074865","1075846","-","1069865","1080846"
"cgd7_4760","chromosome","1","CM000435","cryptodb","1076112 - 1077481 (+)","cparIowaII","1076112","1077481","+","1071112","1082481"
"cgd7_4770","chromosome","1","CM000435","cryptodb","1077739 - 1078128 (-)","cparIowaII","1077739","1078128","-","1072739","1083128"
"cgd7_4780","chromosome","1","CM000435","cryptodb","1078867 - 1079591 (+)","cparIowaII","1078867","1079591","+","1073867","1084591"
"cgd7_4790","chromosome","1","CM000435","cryptodb","1079579 - 1081633 (-)","cparIowaII","1079579","1081633","-","1074579","1086633"
"cgd7_480","chromosome","1","CM000435","cryptodb","117651 - 118833 (-)","cparIowaII","117651","118833","-","112651","123833"
"cgd7_4800","chromosome","1","CM000435","cryptodb","1082042 - 1083901 (-)","cparIowaII","1082042","1083901","-","1077042","1088901"
"cgd7_4810","chromosome","1","CM000435","cryptodb","1084667 - 1086805 (-)","cparIowaII","1084667","1086805","-","1079667","1091805"
"cgd7_4820","chromosome","1","CM000435","cryptodb","1087218 - 1088469 (-)","cparIowaII","1087218","1088469","-","1082218","1093469"
"cgd7_4825","chromosome","1","CM000435","cryptodb","1088676 - 1088769 (-)","cparIowaII","1088676","1088769","-","1083676","1093769"
"cgd7_4830","chromosome","1","CM000435","cryptodb","1088990 - 1091854 (+)","cparIowaII","1088990","1091854","+","1083990","1096854"
"cgd7_4840","chromosome","1","CM000435","cryptodb","1092241 - 1093047 (+)","cparIowaII","1092241","1093047","+","1087241","1098047"
"cgd7_4850","chromosome","1","CM000435","cryptodb","1093033 - 1094123 (-)","cparIowaII","1093033","1094123","-","1088033","1099123"
"cgd7_4860","chromosome","1","CM000435","cryptodb","1094299 - 1099113 (+)","cparIowaII","1094299","1099113","+","1089299","1104113"
"cgd7_4870","chromosome","1","CM000435","cryptodb","1099202 - 1100083 (-)","cparIowaII","1099202","1100083","-","1094202","1105083"
"cgd7_4873","chromosome","1","CM000435","cryptodb","1100371 - 1100859 (+)","cparIowaII","1100371","1100859","+","1095371","1105859"
"cgd7_4880","chromosome","1","CM000435","cryptodb","1100631 - 1101902 (+)","cparIowaII","1100631","1101902","+","1095631","1106902"
"cgd7_4890","chromosome","1","CM000435","cryptodb","1102154 - 1103538 (-)","cparIowaII","1102154","1103538","-","1097154","1108538"
"cgd7_490","chromosome","1","CM000435","cryptodb","119676 - 120320 (+)","cparIowaII","119676","120320","+","114676","125320"
"cgd7_4900","chromosome","1","CM000435","cryptodb","1103751 - 1107001 (+)","cparIowaII","1103751","1107001","+","1098751","1112001"
"cgd7_4910","chromosome","1","CM000435","cryptodb","1107433 - 1108368 (+)","cparIowaII","1107433","1108368","+","1102433","1113368"
"cgd7_4920","chromosome","1","CM000435","cryptodb","1109160 - 1110833 (-)","cparIowaII","1109160","1110833","-","1104160","1115833"
"cgd7_4933","chromosome","1","CM000435","cryptodb","1111441 - 1113882 (+)","cparIowaII","1111441","1113882","+","1106441","1118882"
"cgd7_4950","chromosome","1","CM000435","cryptodb","1114119 - 1115210 (-)","cparIowaII","1114119","1115210","-","1109119","1120210"
"cgd7_4955","chromosome","1","CM000435","cryptodb","1115821 - 1115894 (-)","cparIowaII","1115821","1115894","-","1110821","1120894"
"cgd7_4960","chromosome","1","CM000435","cryptodb","1116378 - 1118432 (-)","cparIowaII","1116378","1118432","-","1111378","1123432"
"cgd7_4970","chromosome","1","CM000435","cryptodb","1119415 - 1121980 (+)","cparIowaII","1119415","1121980","+","1114415","1126980"
"cgd7_4975","chromosome","1","CM000435","cryptodb","1122479 - 1122598 (+)","cparIowaII","1122479","1122598","+","1117479","1127598"
"cgd7_4976","chromosome","1","CM000435","cryptodb","1123150 - 1123269 (+)","cparIowaII","1123150","1123269","+","1118150","1128269"
"cgd7_4977","chromosome","1","CM000435","cryptodb","1124061 - 1124180 (+)","cparIowaII","1124061","1124180","+","1119061","1129180"
"cgd7_4980","chromosome","1","CM000435","cryptodb","1124880 - 1131335 (+)","cparIowaII","1124880","1131335","+","1119880","1136335"
"cgd7_4990","chromosome","1","CM000435","cryptodb","1131455 - 1151497 (-)","cparIowaII","1131455","1151497","-","1126455","1156497"
"cgd7_4995","chromosome","1","CM000435","cryptodb","1145137 - 1145239 (-)","cparIowaII","1145137","1145239","-","1140137","1150239"
"cgd7_5","chromosome","1","CM000435","cryptodb","1 - 421 (+)","cparIowaII","1","421","+","-4999","5421"
"cgd7_50","chromosome","1","CM000435","cryptodb","24420 - 24800 (+)","cparIowaII","24420","24800","+","19420","29800"
"cgd7_500","chromosome","1","CM000435","cryptodb","120374 - 122201 (-)","cparIowaII","120374","122201","-","115374","127201"
"cgd7_5000","chromosome","1","CM000435","cryptodb","1152462 - 1154844 (+)","cparIowaII","1152462","1154844","+","1147462","1159844"
"cgd7_5010","chromosome","1","CM000435","cryptodb","1155031 - 1158730 (-)","cparIowaII","1155031","1158730","-","1150031","1163730"
"cgd7_5015","chromosome","1","CM000435","cryptodb","1157734 - 1157830 (-)","cparIowaII","1157734","1157830","-","1152734","1162830"
