chr;start;end;gene
chr6;365386;365967;cgd6_1550
chr6;366127;367023;cgd6_1560
chr6;368614;369651;cgd6_1570
chr6;369717;371165;cgd6_1580
chr6;371856;375410;cgd6_1590
chr6;42328;44400;cgd6_160
chr6;375815;376123;cgd6_1600
chr6;377439;379214;cgd6_1610
chr6;379261;380486;cgd6_1620
chr6;380759;381498;cgd6_1623
chr6;381666;382499;cgd6_1630
chr6;383037;384140;cgd6_1640
chr6;384460;385077;cgd6_1650
chr6;385413;388793;cgd6_1660
chr6;388808;390139;cgd6_1670
chr6;390260;391738;cgd6_1680
chr6;391747;394131;cgd6_1690
chr6;44543;45486;cgd6_170
chr6;394483;395124;cgd6_1700
chr6;395149;396906;cgd6_1710
chr6;397247;398092;cgd6_1720
chr6;398173;398709;cgd6_1730
chr6;398797;415425;cgd6_1740
chr6;415804;416796;cgd6_1750
chr6;416876;419707;cgd6_1760
chr6;419877;421883;cgd6_1770
chr6;422089;423834;cgd6_1780
chr6;423887;426766;cgd6_1790
chr6;45826;47376;cgd6_180
chr6;426863;427630;cgd6_1800
chr6;427739;428413;cgd6_1810
chr6;428465;429302;cgd6_1820
chr6;429447;430922;cgd6_1830
chr6;430954;432672;cgd6_1840
chr6;432862;433741;cgd6_1850
chr6;433925;434269;cgd6_1860
chr6;434297;434821;cgd6_1870
chr6;434939;435793;cgd6_1880
chr6;435968;436398;cgd6_1890
chr6;48415;50244;cgd6_190
chr6;436868;439012;cgd6_1900
chr6;439165;439701;cgd6_1910
chr6;439761;442538;cgd6_1920
chr6;442774;444588;cgd6_1930
chr6;444606;447443;cgd6_1940
chr6;448427;450841;cgd6_1950
chr6;451005;453434;cgd6_1960
chr6;454167;461168;cgd6_1970
chr6;461486;462106;cgd6_1980
chr6;462140;465175;cgd6_1990
chr6;8697;9905;cgd6_20
chr6;50474;51847;cgd6_200
chr6;465283;470313;cgd6_2000
chr6;470588;471634;cgd6_2010
chr6;473447;475615;cgd6_2040
chr6;475792;476646;cgd6_2050
chr6;476991;484985;cgd6_2060
chr6;485005;488325;cgd6_2070
chr6;488900;493666;cgd6_2080
chr6;493979;494052;cgd6_2085
chr6;494191;499080;cgd6_2090
chr6;52448;55999;cgd6_210
chr6;499428;504365;cgd6_2100
chr6;504515;507409;cgd6_2110
chr6;507423;508067;cgd6_2120
chr6;508378;509429;cgd6_2130
chr6;510140;513757;cgd6_2140
chr6;513892;515427;cgd6_2143
chr6;515551;515627;cgd6_2145
chr6;515992;516795;cgd6_2150
chr6;516873;517529;cgd6_2160
chr6;517625;518143;cgd6_2170
chr6;518359;521178;cgd6_2180
chr6;521364;522590;cgd6_2190
chr6;56249;57080;cgd6_220
chr6;522605;524470;cgd6_2200
chr6;524705;525568;cgd6_2210
chr6;526562;527593;cgd6_2220
chr6;527932;529425;cgd6_2230
chr6;529630;534145;cgd6_2240
chr6;534230;535426;cgd6_2250
chr6;535868;538180;cgd6_2260
chr6;538257;540332;cgd6_2270
chr6;540441;541730;cgd6_2280
chr6;541760;543289;cgd6_2290
chr6;57463;58794;cgd6_230
chr6;543733;549753;cgd6_2300
chr6;549965;551041;cgd6_2310
chr6;551141;556105;cgd6_2320
chr6;556628;557536;cgd6_2330
chr6;557965;559764;cgd6_2340
chr6;559833;560696;cgd6_2350
chr6;560698;561687;cgd6_2360
chr6;562047;564155;cgd6_2370
chr6;564167;565605;cgd6_2380
chr6;565632;568186;cgd6_2390
chr6;59087;62254;cgd6_240
chr6;568294;568648;cgd6_2400
chr6;568770;569120;cgd6_2410
chr6;569149;569958;cgd6_2420
chr6;570063;570379;cgd6_2423
chr6;570642;571202;cgd6_2430
chr6;571412;572203;cgd6_2440
chr6;572584;575289;cgd6_2450
chr6;575712;576191;cgd6_2460
chr6;576391;578358;cgd6_2470
chr6;578542;579570;cgd6_2480
chr6;579848;582241;cgd6_2490
chr6;582486;582568;cgd6_2495
chr6;62852;64169;cgd6_250
chr6;582781;587235;cgd6_2500
chr6;587288;587952;cgd6_2503
chr6;588105;589085;cgd6_2510
chr6;589125;589899;cgd6_2520
chr6;590100;591038;cgd6_2530
chr6;592373;593515;cgd6_2550
chr6;594030;597434;cgd6_2560
chr6;597597;598694;cgd6_2570
chr6;599477;602260;cgd6_2580
chr6;602368;604026;cgd6_2590
chr6;64805;65956;cgd6_260
chr6;605218;607296;cgd6_2600
chr6;607743;608465;cgd6_2610
chr6;609137;609928;cgd6_2620
chr6;65859;68190;cgd6_263
chr6;610339;615168;cgd6_2630
chr6;610993;611100;cgd6_2635
chr6;615165;616874;cgd6_2640
chr6;617356;618177;cgd6_2650
chr6;618318;621644;cgd6_2660
chr6;621669;623141;cgd6_2670
chr6;623524;626271;cgd6_2680
chr6;627932;628909;cgd6_2690
chr6;629650;632223;cgd6_2700
chr6;632655;634205;cgd6_2710
chr6;634806;636071;cgd6_2720
chr6;68282;70221;cgd6_273
chr6;636840;637613;cgd6_2730
chr6;637918;638952;cgd6_2740
chr6;640116;641315;cgd6_2750
chr6;641324;642409;cgd6_2760
chr6;642493;643956;cgd6_2770
chr6;644413;646611;cgd6_2780
chr6;646745;649018;cgd6_2790
chr6;649529;649950;cgd6_2792
chr6;650294;650834;cgd6_2793
chr6;650789;651904;cgd6_2800
chr6;652079;654913;cgd6_2810
chr6;655036;657129;cgd6_2820
chr6;657149;657799;cgd6_2830
chr6;657996;659662;cgd6_2840
chr6;659941;660968;cgd6_2850
chr6;661542;663635;cgd6_2860
chr6;664061;664813;cgd6_2870
chr6;664859;665881;cgd6_2880
chr6;666244;667464;cgd6_2890
chr6;71696;72649;cgd6_290
chr6;667512;668174;cgd6_2900
chr6;668227;668835;cgd6_2910
chr6;669351;669935;cgd6_2913
chr6;670394;671659;cgd6_2920
chr6;671820;676034;cgd6_2930
chr6;676270;680673;cgd6_2940
chr6;681658;684474;cgd6_2950
chr6;684848;685588;cgd6_2960
chr6;686019;687779;cgd6_2970
chr6;688071;688958;cgd6_2980
chr6;689607;690389;cgd6_2990
chr6;10961;11782;cgd6_30
chr6;73060;73722;cgd6_300
chr6;690513;691482;cgd6_3000
chr6;691946;694431;cgd6_3010
chr6;695287;696570;cgd6_3020
chr6;696887;701221;cgd6_3030
chr6;701430;702734;cgd6_3040
chr6;703182;707242;cgd6_3050
chr6;707708;708459;cgd6_3060
chr6;708998;710797;cgd6_3070
chr6;711363;713315;cgd6_3080
chr6;713776;718272;cgd6_3090
chr6;718473;719009;cgd6_3093
chr6;75254;78471;cgd6_310
chr6;719165;720298;cgd6_3100
chr6;720782;724354;cgd6_3103
chr6;721705;722103;cgd6_3110
chr6;725568;727952;cgd6_3120
chr6;77540;78537;cgd6_313
chr6;727984;729741;cgd6_3130
chr6;730336;734211;cgd6_3140
chr6;734778;736235;cgd6_3150
chr6;736706;739697;cgd6_3160
chr6;740347;742824;cgd6_3170
chr6;743258;743726;cgd6_3180
chr6;744980;747310;cgd6_3190
chr6;79625;82051;cgd6_320
chr6;747764;749287;cgd6_3200
chr6;749719;751432;cgd6_3210
chr6;751604;753452;cgd6_3220
chr6;753533;755641;cgd6_3230
chr6;755889;757646;cgd6_3240
chr6;757825;758613;cgd6_3250
chr6;758679;759142;cgd6_3253
chr6;759593;762223;cgd6_3260
chr6;762455;763567;cgd6_3270
chr6;764532;767624;cgd6_3280
chr6;767922;773901;cgd6_3290
chr6;82081;83021;cgd6_330
chr6;774262;775197;cgd6_3300
chr6;775119;776846;cgd6_3313
chr6;776937;780173;cgd6_3330
chr6;780411;781093;cgd6_3340
chr6;781857;783029;cgd6_3350
chr6;783609;784891;cgd6_3360
chr6;785028;786618;cgd6_3370
chr6;786894;788192;cgd6_3380
chr6;789249;795725;cgd6_3390
chr6;83712;84476;cgd6_340
chr6;796139;799078;cgd6_3400
chr6;799324;802110;cgd6_3410
chr6;802713;805195;cgd6_3420
chr6;805343;806224;cgd6_3430
chr6;806549;807118;cgd6_3440
chr6;807253;808102;cgd6_3450
chr6;809474;811816;cgd6_3460
chr6;812429;813160;cgd6_3470
chr6;813372;815472;cgd6_3480
chr6;815659;816620;cgd6_3490
chr6;816654;817786;cgd6_3500
chr6;818446;819045;cgd6_3510
chr6;819697;823896;cgd6_3520
chr6;824432;826825;cgd6_3530
chr6;827260;828171;cgd6_3540
chr6;828767;829887;cgd6_3550
chr6;830028;831647;cgd6_3560
chr6;832164;832234;cgd6_3565
chr6;832488;835487;cgd6_3570
chr6;835676;836503;cgd6_3580
chr6;836852;838274;cgd6_3590
chr6;85459;85830;cgd6_360
chr6;838583;839332;cgd6_3600
chr6;840320;841735;cgd6_3610
chr6;841791;842981;cgd6_3620
chr6;843717;844989;cgd6_3623
chr6;845474;847486;cgd6_3630
chr6;848645;850372;cgd6_3640
chr6;850601;857593;cgd6_3650
chr6;858339;859562;cgd6_3660
chr6;859753;860508;cgd6_3663
chr6;860727;861359;cgd6_3670
chr6;861972;863711;cgd6_3680
chr6;864267;865772;cgd6_3690
chr6;866381;866560;cgd6_3710
chr6;867223;867294;cgd6_3715
chr6;867366;868318;cgd6_3720
chr6;868907;875716;cgd6_3730
chr6;876386;877111;cgd6_3740
chr6;877226;879154;cgd6_3750
chr6;879891;882559;cgd6_3760
chr6;883313;883783;cgd6_3763
chr6;883675;884787;cgd6_3770
chr6;884904;885533;cgd6_3780
chr6;886254;887989;cgd6_3790
chr6;89178;89621;cgd6_380
chr6;888235;889906;cgd6_3800
chr6;890023;891018;cgd6_3810
chr6;891142;892545;cgd6_3820
chr6;893193;894095;cgd6_3830
chr6;894260;896419;cgd6_3840
chr6;896484;896888;cgd6_3850
chr6;897551;901998;cgd6_3860
chr6;900867;901430;cgd6_3863
chr6;902206;903828;cgd6_3870
chr6;904102;905523;cgd6_3880
chr6;905640;905969;cgd6_3890
chr6;89840;92377;cgd6_390
chr6;906625;907659;cgd6_3900
chr6;907795;909345;cgd6_3910
chr6;909818;912463;cgd6_3920
chr6;913002;915758;cgd6_3930
chr6;917052;917930;cgd6_3940
chr6;919118;922003;cgd6_3950
chr6;922197;925670;cgd6_3960
chr6;925762;926421;cgd6_3970
chr6;926677;927150;cgd6_3980
chr6;927808;929115;cgd6_3990
chr6;12447;13025;cgd6_40
chr6;93186;94537;cgd6_400
chr6;930566;932503;cgd6_4000
chr6;932646;933131;cgd6_4010
chr6;933755;937375;cgd6_4020
chr6;937901;941014;cgd6_4030
chr6;941068;944837;cgd6_4040
chr6;945233;947635;cgd6_4050
chr6;947933;948671;cgd6_4060
chr6;948755;951017;cgd6_4070
chr6;951126;952854;cgd6_4080
chr6;953737;954768;cgd6_4090
chr6;95136;96596;cgd6_410
chr6;955353;955658;cgd6_4100
chr6;956063;961367;cgd6_4110
chr6;961767;962634;cgd6_4120
chr6;962815;963711;cgd6_4130
chr6;963978;966068;cgd6_4140
chr6;966693;971609;cgd6_4150
chr6;972260;973387;cgd6_4153
chr6;973878;974966;cgd6_4160
chr6;975265;978267;cgd6_4170
chr6;978280;978894;cgd6_4180
chr6;979594;980262;cgd6_4190
chr6;97384;98517;cgd6_420
chr6;982063;983577;cgd6_4200
chr6;983987;987541;cgd6_4210
chr6;988117;989535;cgd6_4220
chr6;989827;991296;cgd6_4230
chr6;993549;995078;cgd6_4240
chr6;995238;998099;cgd6_4250
chr6;998190;998921;cgd6_4260
chr6;999185;999988;cgd6_4270
chr6;1000458;1001828;cgd6_4280
chr6;1002285;1013702;cgd6_4290
chr6;99446;99928;cgd6_430
chr6;1014221;1016395;cgd6_4300
chr6;1016628;1022423;cgd6_4310
chr6;1022484;1023455;cgd6_4320
chr6;1023742;1024695;cgd6_4330
chr6;1025214;1029882;cgd6_4340
chr6;1030424;1031722;cgd6_4350
chr6;1031812;1032519;cgd6_4360
chr6;1033141;1034933;cgd6_4370
chr6;1035694;1037184;cgd6_4380
chr6;1037387;1039120;cgd6_4390
chr6;100068;101669;cgd6_440
chr6;1039879;1042038;cgd6_4400
chr6;1042208;1045462;cgd6_4410
chr6;1045696;1048668;cgd6_4420
chr6;1048948;1049952;cgd6_4430
chr6;1050992;1052242;cgd6_4440
chr6;1052377;1052742;cgd6_4450
chr6;1053014;1060690;cgd6_4460
chr6;1063119;1065386;cgd6_4470
chr6;1066421;1067947;cgd6_4480
chr6;1068290;1068362;cgd6_4485
chr6;1068791;1069441;cgd6_4490
chr6;101705;102787;cgd6_450
chr6;1069622;1072729;cgd6_4500
chr6;1072931;1074880;cgd6_4510
chr6;1075167;1077363;cgd6_4520
chr6;1077708;1080745;cgd6_4530
chr6;1080961;1081932;cgd6_4540
chr6;1082874;1085639;cgd6_4550
chr6;1085908;1091682;cgd6_4560
chr6;1091957;1093402;cgd6_4570
chr6;1093718;1094677;cgd6_4580
chr6;1095158;1096132;cgd6_4590
chr6;103183;103758;cgd6_460
chr6;1096773;1097321;cgd6_4600
chr6;1097645;1098803;cgd6_4610
chr6;1099081;1099657;cgd6_4620
chr6;1100123;1100749;cgd6_4630
chr6;1100963;1103243;cgd6_4640
chr6;1103677;1106962;cgd6_4650
chr6;1108801;1110381;cgd6_4660
chr6;1110682;1112418;cgd6_4670
chr6;1112675;1114348;cgd6_4680
chr6;1114399;1116474;cgd6_4690
chr6;104389;105744;cgd6_470
chr6;1116967;1120818;cgd6_4700
chr6;1121057;1123477;cgd6_4710
chr6;1126983;1127819;cgd6_4730
chr6;1128784;1129617;cgd6_4740
chr6;1129837;1132932;cgd6_4750
chr6;1134602;1136024;cgd6_4760
chr6;1136513;1137541;cgd6_4770
chr6;1137737;1138957;cgd6_4780
chr6;1138981;1139627;cgd6_4783
chr6;1139746;1143276;cgd6_4790
chr6;106404;107630;cgd6_480
chr6;1143594;1144913;cgd6_4800
chr6;1145519;1145845;cgd6_4810
chr6;1146283;1146606;cgd6_4820
chr6;1147168;1148889;cgd6_4830
chr6;1150541;1154654;cgd6_4840
chr6;1155401;1157131;cgd6_4850
chr6;1157330;1159546;cgd6_4860
chr6;1159697;1161391;cgd6_4870
chr6;1161969;1163174;cgd6_4880
chr6;1163508;1164848;cgd6_4890
chr6;107722;109537;cgd6_490
chr6;1165608;1166024;cgd6_4900
chr6;1166660;1168423;cgd6_4910
chr6;1169246;1170967;cgd6_4920
chr6;1171011;1171092;cgd6_4925
chr6;1172150;1174804;cgd6_4930
chr6;1175436;1176794;cgd6_4940
chr6;1177490;1178278;cgd6_4950
chr6;1178768;1180224;cgd6_4960
chr6;1180368;1182224;cgd6_4970
chr6;1182375;1182758;cgd6_4980
chr6;1182792;1183943;cgd6_4990
chr6;1184354;1184607;cgd6_4993
chr6;14408;14932;cgd6_50
chr6;111056;116959;cgd6_500
chr6;1184868;1188731;cgd6_5000
chr6;1190825;1191352;cgd6_5030
chr6;1191652;1192570;cgd6_5040
chr6;1192680;1194049;cgd6_5050
chr6;1194458;1196467;cgd6_5060
chr6;1197010;1198473;cgd6_5070
chr6;1198821;1200431;cgd6_5080
chr6;1200860;1202581;cgd6_5090
chr6;116831;118044;cgd6_510
chr6;1203161;1204483;cgd6_5100
chr6;1204646;1205186;cgd6_5103
chr6;1205304;1213439;cgd6_5110
chr6;1213658;1214344;cgd6_5120
chr6;1214652;1216046;cgd6_5130
chr6;1216456;1217865;cgd6_5140
chr6;1217955;1219334;cgd6_5150
chr6;1220015;1221046;cgd6_5160
chr6;1221053;1223530;cgd6_5170
chr6;1224123;1226330;cgd6_5180
chr6;119687;122998;cgd6_520
chr6;1231542;1233470;cgd6_5220
chr6;1234191;1235558;cgd6_5230
chr6;1236251;1238305;cgd6_5240
chr6;1238615;1245313;cgd6_5250
chr6;1246065;1248317;cgd6_5260
chr6;1248735;1249217;cgd6_5270
chr6;1249613;1252957;cgd6_5280
chr6;123307;125532;cgd6_530
chr6;1256369;1260277;cgd6_5310
chr6;1260608;1263418;cgd6_5320
chr6;1264216;1266936;cgd6_5330
chr6;1268000;1269697;cgd6_5340
chr6;1270171;1272519;cgd6_5350
chr6;1273152;1274612;cgd6_5360
chr6;1275041;1276078;cgd6_5370
chr6;1276259;1280491;cgd6_5380
chr6;1281284;1282915;cgd6_5390
chr6;125644;128484;cgd6_540
chr6;1283113;1285116;cgd6_5400
chr6;1285380;1287515;cgd6_5410
chr6;1287837;1291787;cgd6_5420
chr6;1292454;1293800;cgd6_5430
chr6;1294457;1298290;cgd6_5440
chr6;1298956;1304527;cgd6_5450
chr6;1304878;1306167;cgd6_5460
chr6;1316162;1316980;cgd6_5470
chr6;1318890;1319579;cgd6_5480
chr6;1320106;1320810;cgd6_5490
chr6;129299;130939;cgd6_550
chr6;1321420;1322304;cgd6_5500
chr6;1325091;1326563;cgd6_5510
chr6;1326748;1328460;cgd6_5520
chr6;131470;134481;cgd6_560
chr6;134982;135422;cgd6_570
chr6;136637;140227;cgd6_580
chr6;140668;144264;cgd6_590
chr6;17815;22503;cgd6_60
chr6;145149;146318;cgd6_600
chr6;146322;148321;cgd6_610
chr6;148480;150059;cgd6_620
chr6;151350;151910;cgd6_630
chr6;151937;154681;cgd6_640
chr6;155302;157881;cgd6_650
chr6;158849;160750;cgd6_660
chr6;160857;165680;cgd6_670
chr6;166259;171256;cgd6_680
chr6;171467;172525;cgd6_690
chr6;22636;23934;cgd6_70
chr6;173420;174439;cgd6_700
chr6;175179;176549;cgd6_710
chr6;178806;182072;cgd6_720
chr6;182197;188010;cgd6_730
chr6;189158;190507;cgd6_740
chr6;190951;191973;cgd6_750
chr6;192331;195303;cgd6_760
chr6;196349;196669;cgd6_763
chr6;197262;198038;cgd6_770
chr6;198786;200889;cgd6_780
chr6;24270;25652;cgd6_80
chr6;201480;202930;cgd6_800
chr6;203292;204551;cgd6_810
chr6;205335;206249;cgd6_820
chr6;206578;215695;cgd6_830
chr6;216759;218280;cgd6_840
chr6;218609;220183;cgd6_850
chr6;220378;221157;cgd6_860
chr6;221675;223958;cgd6_870
chr6;224130;224202;cgd6_876
chr6;225101;231192;cgd6_880
chr6;231881;232396;cgd6_890
chr6;26308;28647;cgd6_90
chr6;232437;234578;cgd6_900
chr6;235153;235632;cgd6_910
chr6;236095;237697;cgd6_920
chr6;238149;239412;cgd6_930
chr6;239647;241559;cgd6_940
chr6;242237;243559;cgd6_950
chr6;244163;246363;cgd6_960
chr6;246687;248159;cgd6_970
chr6;248189;249592;cgd6_980
chr6;249843;250958;cgd6_990
chr6;471776;473339;cgd8_20230
chr6;1189262;1190579;cgd8_5013
chr6;1253061;1255856;cgd8_5293
chr7;537421;540297;Cgd7_2213
chr7;59148;60311;Cgd7_260
chr7;1181259;1183538;Cgd7_5103
chr7;175783;178405;Cgd7_760
chr7;5947;9234;cgd7_10
chr7;33467;34501;cgd7_100
chr7;243560;244612;cgd7_1000
chr7;244613;262199;cgd7_1010
chr7;263294;263728;cgd7_1020
chr7;263999;264751;cgd7_1030
chr7;265372;266050;cgd7_1040
chr7;266304;267623;cgd7_1050
chr7;267710;268753;cgd7_1060
chr7;268735;270438;cgd7_1070
chr7;270576;271625;cgd7_1080
chr7;273303;274493;cgd7_1090
chr7;35119;38139;cgd7_110
chr7;274498;276510;cgd7_1100
chr7;276633;278281;cgd7_1110
chr7;278783;281063;cgd7_1120
chr7;281248;285850;cgd7_1130
chr7;286488;288822;cgd7_1140
chr7;288766;289867;cgd7_1143
chr7;290391;293966;cgd7_1150
chr7;293331;298242;cgd7_1160
chr7;298784;302139;cgd7_1170
chr7;302385;303068;cgd7_1180
chr7;303626;306109;cgd7_1190
chr7;38545;39723;cgd7_120
chr7;306249;309290;cgd7_1200
chr7;310203;310814;cgd7_1210
chr7;311031;312818;cgd7_1220
chr7;313022;314585;cgd7_1230
chr7;314708;315694;cgd7_1240
chr7;315812;316117;cgd7_1250
chr7;316366;319494;cgd7_1260
chr7;319347;332389;cgd7_1270
chr7;333290;334272;cgd7_1280
chr7;334718;336457;cgd7_1290
chr7;9631;12863;cgd7_13
chr7;40572;42088;cgd7_130
chr7;336939;341390;cgd7_1300
chr7;342055;344402;cgd7_1310
chr7;344622;346184;cgd7_1320
chr7;346374;348875;cgd7_1330
chr7;349164;353042;cgd7_1340
chr7;354073;355576;cgd7_1350
chr7;356988;360026;cgd7_1360
chr7;360653;361234;cgd7_1370
chr7;361355;362371;cgd7_1380
chr7;362520;363521;cgd7_1390
chr7;42120;44843;cgd7_140
chr7;363648;365840;cgd7_1400
chr7;366691;368926;cgd7_1410
chr7;369293;369670;cgd7_1420
chr7;369854;371245;cgd7_1430
chr7;371387;373336;cgd7_1440
chr7;373631;374740;cgd7_1450
chr7;375157;375417;cgd7_1460
chr7;375651;376685;cgd7_1470
chr7;376707;378212;cgd7_1480
chr7;378391;380172;cgd7_1490
chr7;44866;45528;cgd7_150
chr7;380465;383509;cgd7_1500
chr7;383547;386644;cgd7_1510
chr7;386876;388267;cgd7_1520
chr7;388039;389661;cgd7_1530
chr7;390384;392784;cgd7_1540
chr7;393422;395944;cgd7_1550
chr7;396599;397402;cgd7_1560
chr7;397602;397985;cgd7_1570
chr7;398244;398620;cgd7_1573
chr7;398814;401279;cgd7_1580
chr7;401218;405839;cgd7_1583
chr7;406465;407649;cgd7_1590
chr7;45651;46859;cgd7_160
chr7;407841;408509;cgd7_1600
chr7;408732;412198;cgd7_1610
chr7;412266;412847;cgd7_1620
chr7;412937;415227;cgd7_1630
chr7;415311;416858;cgd7_1640
chr7;417091;418639;cgd7_1650
chr7;418851;419235;cgd7_1653
chr7;420330;421404;cgd7_1660
chr7;422500;425898;cgd7_1670
chr7;426170;427124;cgd7_1680
chr7;427236;428264;cgd7_1690
chr7;428655;429583;cgd7_1693
chr7;47030;48643;cgd7_170
chr7;429622;430498;cgd7_1700
chr7;431391;433682;cgd7_1710
chr7;434134;434777;cgd7_1713
chr7;434856;435793;cgd7_1720
chr7;434856;441028;cgd7_1730
chr7;441433;442788;cgd7_1740
chr7;442872;444089;cgd7_1750
chr7;444239;448196;cgd7_1760
chr7;448289;448609;cgd7_1770
chr7;448689;452600;cgd7_1780
chr7;452658;455648;cgd7_1790
chr7;455832;456772;cgd7_1793
chr7;48787;49227;cgd7_180
chr7;457154;461290;cgd7_1800
chr7;461559;463601;cgd7_1810
chr7;463776;464396;cgd7_1820
chr7;464864;466828;cgd7_1830
chr7;467041;469219;cgd7_1840
chr7;469258;473358;cgd7_1850
chr7;473461;474072;cgd7_1860
chr7;474193;474902;cgd7_1873
chr7;475102;477558;cgd7_1890
chr7;49514;51056;cgd7_190
chr7;478353;480059;cgd7_1900
chr7;480221;483031;cgd7_1910
chr7;483876;484310;cgd7_1920
chr7;484390;487716;cgd7_1930
chr7;488171;489865;cgd7_1940
chr7;490455;491024;cgd7_1950
chr7;491038;493135;cgd7_1960
chr7;493647;495122;cgd7_1970
chr7;495615;497093;cgd7_1980
chr7;497149;497924;cgd7_1990
chr7;12762;13457;cgd7_20
chr7;51252;52310;cgd7_200
chr7;498203;500755;cgd7_2000
chr7;501194;503107;cgd7_2010
chr7;503165;503760;cgd7_2013
chr7;504072;504971;cgd7_2030
chr7;505448;505529;cgd7_2035
chr7;505894;506311;cgd7_2040
chr7;506425;507594;cgd7_2050
chr7;507646;508301;cgd7_2060
chr7;508711;511863;cgd7_2070
chr7;512067;513560;cgd7_2080
chr7;513781;515154;cgd7_2090
chr7;52332;53270;cgd7_210
chr7;515260;522361;cgd7_2100
chr7;522699;523714;cgd7_2110
chr7;523760;524414;cgd7_2120
chr7;524551;525462;cgd7_2130
chr7;525531;527108;cgd7_2140
chr7;527259;527971;cgd7_2150
chr7;528196;528755;cgd7_2153
chr7;529734;531122;cgd7_2160
chr7;531146;533506;cgd7_2170
chr7;533944;534801;cgd7_2180
chr7;534923;535815;cgd7_2183
chr7;535916;536497;cgd7_2190
chr7;53704;54342;cgd7_220
chr7;536624;537220;cgd7_2200
chr7;540567;543071;cgd7_2230
chr7;543347;545116;cgd7_2240
chr7;545687;546592;cgd7_2250
chr7;546710;547708;cgd7_2260
chr7;547836;548954;cgd7_2270
chr7;549624;550022;cgd7_2280
chr7;550762;551542;cgd7_2290
chr7;54664;55539;cgd7_230
chr7;551759;552259;cgd7_2300
chr7;552413;554068;cgd7_2310
chr7;554577;555596;cgd7_2320
chr7;555687;556526;cgd7_2330
chr7;556724;563395;cgd7_2340
chr7;563671;564078;cgd7_2343
chr7;564031;564558;cgd7_2350
chr7;565132;566529;cgd7_2360
chr7;566817;567674;cgd7_2370
chr7;567743;569041;cgd7_2380
chr7;569088;570623;cgd7_2390
chr7;570594;571257;cgd7_2393
chr7;55790;56701;cgd7_240
chr7;571300;571793;cgd7_2400
chr7;571834;573072;cgd7_2410
chr7;573460;573807;cgd7_2420
chr7;574430;575812;cgd7_2430
chr7;576103;581472;cgd7_2440
chr7;581505;582869;cgd7_2450
chr7;583173;584312;cgd7_2460
chr7;584407;585105;cgd7_2470
chr7;585486;586208;cgd7_2480
chr7;586598;587086;cgd7_2483
chr7;586983;588143;cgd7_2490
chr7;56707;58965;cgd7_250
chr7;588254;589001;cgd7_2500
chr7;589175;589909;cgd7_2510
chr7;590476;590859;cgd7_2513
chr7;591262;592170;cgd7_2520
chr7;592278;599441;cgd7_2530
chr7;599728;600090;cgd7_2540
chr7;600395;601137;cgd7_2550
chr7;601148;603352;cgd7_2560
chr7;603645;607211;cgd7_2570
chr7;607219;610259;cgd7_2583
chr7;610463;614881;cgd7_2600
chr7;615052;616794;cgd7_2610
chr7;616921;620712;cgd7_2620
chr7;621040;622779;cgd7_2630
chr7;622848;623807;cgd7_2640
chr7;623918;625138;cgd7_2650
chr7;625279;627384;cgd7_2660
chr7;627987;628949;cgd7_2670
chr7;629491;631372;cgd7_2680
chr7;631996;632835;cgd7_2690
chr7;60927;64424;cgd7_270
chr7;632863;636777;cgd7_2700
chr7;636910;638865;cgd7_2710
chr7;639264;644612;cgd7_2720
chr7;644811;646925;cgd7_2730
chr7;646958;648306;cgd7_2740
chr7;648648;651188;cgd7_2750
chr7;651840;659168;cgd7_2760
chr7;659610;664163;cgd7_2770
chr7;664264;666720;cgd7_2780
chr7;666980;668255;cgd7_2790
chr7;64781;65959;cgd7_280
chr7;668327;669079;cgd7_2800
chr7;669088;669885;cgd7_2810
chr7;670061;672712;cgd7_2820
chr7;672878;675271;cgd7_2830
chr7;675391;675921;cgd7_2840
chr7;676088;678109;cgd7_2850
chr7;678303;680780;cgd7_2860
chr7;681594;685421;cgd7_2870
chr7;686315;686761;cgd7_2880
chr7;686799;687860;cgd7_2890
chr7;66995;68935;cgd7_290
chr7;688087;689028;cgd7_2900
chr7;689161;691164;cgd7_2910
chr7;691316;693691;cgd7_2920
chr7;693718;694380;cgd7_2930
chr7;694862;696469;cgd7_2940
chr7;696835;698052;cgd7_2950
chr7;698072;699112;cgd7_2960
chr7;699218;699718;cgd7_2970
chr7;700264;701595;cgd7_2980
chr7;702537;703572;cgd7_2990
chr7;13964;21388;cgd7_30
chr7;69239;74263;cgd7_300
chr7;704242;704898;cgd7_3000
chr7;705286;705900;cgd7_3010
chr7;706024;707418;cgd7_3020
chr7;707825;710473;cgd7_3030
chr7;711473;716437;cgd7_3040
chr7;716534;718489;cgd7_3050
chr7;719459;722410;cgd7_3060
chr7;722698;723477;cgd7_3070
chr7;723563;725560;cgd7_3080
chr7;725856;727916;cgd7_3090
chr7;74341;75947;cgd7_310
chr7;727945;729609;cgd7_3100
chr7;730108;731358;cgd7_3110
chr7;731533;733293;cgd7_3120
chr7;733476;734669;cgd7_3130
chr7;734936;735586;cgd7_3140
chr7;735769;737682;cgd7_3150
chr7;737960;739307;cgd7_3160
chr7;739405;740058;cgd7_3170
chr7;740276;741946;cgd7_3180
chr7;742433;743368;cgd7_3190
chr7;76084;77480;cgd7_320
chr7;744818;745813;cgd7_3200
chr7;746263;747219;cgd7_3210
chr7;747332;748165;cgd7_3220
