gene;start;end;state;chromosome;chr;color
cgd7_3060;719459;722410;Known function;7;chr7;2
cgd7_3070;722698;723477;Unknown function;7;chr7;1
cgd7_3080;723563;725560;Known function;7;chr7;2
cgd7_3090;725856;727916;Unknown function;7;chr7;1
cgd7_310;74341;75947;Known function;7;chr7;2
cgd7_3100;727945;729609;Known function;7;chr7;2
cgd7_3110;730108;731358;Known function;7;chr7;2
cgd7_3120;731533;733293;Known function;7;chr7;2
cgd7_3130;733476;734669;Known function;7;chr7;2
cgd7_3140;734936;735586;Unknown function;7;chr7;1
cgd7_3150;735769;737682;Known function;7;chr7;2
cgd7_3160;737960;739307;Unknown function;7;chr7;1
cgd7_3170;739405;740058;Known function;7;chr7;2
cgd7_3180;740276;741946;Known function;7;chr7;2
cgd7_3190;742433;743368;Known function;7;chr7;2
cgd7_320;76084;77480;Known function;7;chr7;2
cgd7_3200;744818;745813;Unknown function;7;chr7;1
cgd7_3210;746263;747219;Unknown function;7;chr7;1
cgd7_3220;747332;748165;Unknown function;7;chr7;1
cgd7_3230;748341;749054;Known function;7;chr7;2
cgd7_3240;749260;749521;Known function;7;chr7;2
cgd7_3250;749868;750659;Known function;7;chr7;2
cgd7_3260;750977;751768;Known function;7;chr7;2
cgd7_3270;751866;755249;Known function;7;chr7;2
cgd7_3280;755608;756180;Known function;7;chr7;2
cgd7_3290;756985;758850;Known function;7;chr7;2
cgd7_330;78604;80445;Known function;7;chr7;2
cgd7_3300;758962;759798;Known function;7;chr7;2
cgd7_3310;759910;760206;Known function;7;chr7;2
cgd7_3320;760471;763092;Known function;7;chr7;2
cgd7_3330;763182;764333;Known function;7;chr7;2
cgd7_3340;764585;765130;Unknown function;7;chr7;1
cgd7_3350;765433;767394;Known function;7;chr7;2
cgd7_3360;767424;769919;Unknown function;7;chr7;1
cgd7_3370;770007;770957;Unknown function;7;chr7;1
cgd7_3380;771689;772315;Known function;7;chr7;2
cgd7_3390;772665;775049;Known function;7;chr7;2
cgd7_340;80687;82885;Known function;7;chr7;2
cgd7_3400;776186;776623;Unknown function;7;chr7;1
cgd7_3410;776919;778697;Known function;7;chr7;2
cgd7_3420;778751;779251;Unknown function;7;chr7;1
cgd7_3430;779380;781293;Known function;7;chr7;2
cgd7_3440;781501;782432;Unknown function;7;chr7;1
cgd7_3450;782487;784394;Known function;7;chr7;2
cgd7_3460;784523;785395;Unknown function;7;chr7;1
cgd7_3470;785835;789827;Known function;7;chr7;2
cgd7_3480;789816;791734;Known function;7;chr7;2
cgd7_3490;791914;792666;Known function;7;chr7;2
cgd7_350;83213;84337;Unknown function;7;chr7;1
cgd7_3500;792775;793581;Known function;7;chr7;2
cgd7_3510;793624;796157;Known function;7;chr7;2
cgd7_3513;797202;797602;Known function;7;chr7;2
cgd7_353;84517;85063;Known function;7;chr7;2
cgd7_3530;797710;799194;Known function;7;chr7;2
cgd7_3540;799376;800944;Unknown function;7;chr7;1
cgd7_3550;801272;802720;Unknown function;7;chr7;1
cgd7_3560;802804;803400;Unknown function;7;chr7;1
cgd7_3570;803421;805295;Unknown function;7;chr7;1
cgd7_3573;805408;805797;Unknown function;7;chr7;1
cgd7_3580;805825;807795;Known function;7;chr7;2
cgd7_3590;807892;809547;Known function;7;chr7;2
cgd7_360;85466;88324;Known function;7;chr7;2
cgd7_3600;809587;811524;Known function;7;chr7;2
cgd7_3610;812429;813331;Known function;7;chr7;2
cgd7_3620;813417;818646;Known function;7;chr7;2
cgd7_3630;814886;816328;Unknown function;7;chr7;1
cgd7_3633;816396;818646;Unknown function;7;chr7;1
cgd7_3640;818775;820412;Known function;7;chr7;2
cgd7_3650;820511;821350;Known function;7;chr7;2
cgd7_3660;821536;822387;Known function;7;chr7;2
cgd7_3670;822605;824968;Known function;7;chr7;2
cgd7_3680;825034;827409;Known function;7;chr7;2
cgd7_3690;827620;829830;Known function;7;chr7;2
cgd7_370;88427;90610;Known function;7;chr7;2
cgd7_3700;830042;830497;Unknown function;7;chr7;1
cgd7_3710;830625;832631;Known function;7;chr7;2
cgd7_3720;832784;836610;Known function;7;chr7;2
cgd7_3730;836947;838347;Known function;7;chr7;2
cgd7_3740;838351;839034;Unknown function;7;chr7;1
cgd7_3750;839162;841546;Known function;7;chr7;2
cgd7_3760;841953;842864;Known function;7;chr7;2
cgd7_3763;843087;843625;Unknown function;7;chr7;1
cgd7_3770;843577;843915;Known function;7;chr7;2
cgd7_3780;844545;846335;Known function;7;chr7;2
cgd7_3790;846632;849082;Known function;7;chr7;2
cgd7_380;90845;92584;Unknown function;7;chr7;1
cgd7_3800;849399;858104;Known function;7;chr7;2
cgd7_3810;858475;863622;Unknown function;7;chr7;1
cgd7_3820;863848;868113;Unknown function;7;chr7;1
cgd7_3830;868463;870375;Unknown function;7;chr7;1
cgd7_3840;870518;872770;Unknown function;7;chr7;1
cgd7_3850;873022;873735;Unknown function;7;chr7;1
cgd7_3860;873954;877733;Unknown function;7;chr7;1
cgd7_3870;877990;882987;Known function;7;chr7;2
cgd7_3873;882867;883461;Known function;7;chr7;2
cgd7_3880;883858;885741;Known function;7;chr7;2
cgd7_3883;886078;887481;Unknown function;7;chr7;1
cgd7_3890;887508;888581;Known function;7;chr7;2
cgd7_390;92660;93817;Known function;7;chr7;2
cgd7_3900;889090;889983;Unknown function;7;chr7;1
cgd7_3910;890190;891887;Known function;7;chr7;2
cgd7_3920;892205;892708;Known function;7;chr7;2
cgd7_3930;892781;893901;Known function;7;chr7;2
cgd7_3940;894022;895212;Known function;7;chr7;2
cgd7_3950;895261;896556;Known function;7;chr7;2
cgd7_3960;896709;897992;Known function;7;chr7;2
cgd7_3970;898124;898558;Known function;7;chr7;2
cgd7_3980;899266;901044;Known function;7;chr7;2
cgd7_3990;901107;901371;Known function;7;chr7;2
cgd7_40;21516;23990;Known function;7;chr7;2
cgd7_400;94398;96081;Unknown function;7;chr7;1
cgd7_4000;901805;903225;Unknown function;7;chr7;1
cgd7_4010;903438;906113;Known function;7;chr7;2
cgd7_4020;906581;912394;Known function;7;chr7;2
cgd7_4025;912870;912940;Unknown function;7;chr7;1
cgd7_4030;913086;914998;Unknown function;7;chr7;1
cgd7_4040;915147;915688;Unknown function;7;chr7;1
cgd7_4050;916020;916268;Known function;7;chr7;2
cgd7_4060;916642;918684;Known function;7;chr7;2
cgd7_4070;918625;920049;Known function;7;chr7;2
cgd7_4080;920207;921562;Known function;7;chr7;2
cgd7_4090;921611;923686;Known function;7;chr7;2
cgd7_4093;924293;924603;Unknown function;7;chr7;1
cgd7_410;96168;98235;Known function;7;chr7;2
cgd7_4100;925062;927459;Known function;7;chr7;2
cgd7_4110;927920;929509;Known function;7;chr7;2
cgd7_4120;930106;931350;Known function;7;chr7;2
cgd7_4130;931545;933071;Known function;7;chr7;2
cgd7_4140;933311;934537;Known function;7;chr7;2
cgd7_4150;934748;936637;Known function;7;chr7;2
cgd7_4160;936766;938679;Known function;7;chr7;2
cgd7_4170;938873;939979;Known function;7;chr7;2
cgd7_4180;940557;941145;Known function;7;chr7;2
cgd7_4190;941477;944866;Known function;7;chr7;2
cgd7_420;99194;105551;Known function;7;chr7;2
cgd7_4200;945443;945847;Known function;7;chr7;2
cgd7_4210;946136;946520;Known function;7;chr7;2
cgd7_4213;946679;947170;Unknown function;7;chr7;1
cgd7_4220;947389;948987;Known function;7;chr7;2
cgd7_4230;949072;950904;Unknown function;7;chr7;1
cgd7_4240;951139;952023;Known function;7;chr7;2
cgd7_4250;952050;954045;Known function;7;chr7;2
cgd7_4260;954257;956077;Unknown function;7;chr7;1
cgd7_4270;956684;957433;Known function;7;chr7;2
cgd7_4280;957897;961238;Known function;7;chr7;2
cgd7_4290;962078;963643;Known function;7;chr7;2
cgd7_430;106361;107323;Known function;7;chr7;2
cgd7_4300;963855;964993;Known function;7;chr7;2
cgd7_4310;965402;970399;Known function;7;chr7;2
cgd7_4320;970962;971993;Known function;7;chr7;2
cgd7_4330;972197;973981;Known function;7;chr7;2
cgd7_4333;974078;976090;Unknown function;7;chr7;1
cgd7_4340;976093;985821;Unknown function;7;chr7;1
cgd7_4350;986082;991064;Known function;7;chr7;2
cgd7_4360;991518;992632;Known function;7;chr7;2
cgd7_4370;992875;993467;Known function;7;chr7;2
cgd7_4380;993572;994357;Known function;7;chr7;2
cgd7_4390;994500;995597;Known function;7;chr7;2
cgd7_440;107395;109134;Known function;7;chr7;2
cgd7_4400;996332;997723;Known function;7;chr7;2
cgd7_4410;997891;998868;Known function;7;chr7;2
cgd7_4420;998933;1001413;Known function;7;chr7;2
cgd7_4430;1001995;1002324;Unknown function;7;chr7;1
cgd7_4440;1002482;1003360;Known function;7;chr7;2
cgd7_4450;1003446;1004594;Known function;7;chr7;2
cgd7_4460;1005280;1005834;Known function;7;chr7;2
cgd7_4470;1006559;1007920;Known function;7;chr7;2
cgd7_4480;1007994;1009145;Known function;7;chr7;2
cgd7_4490;1009802;1014736;Known function;7;chr7;2
cgd7_450;109479;111373;Known function;7;chr7;2
cgd7_4500;1016373;1018883;Unknown function;7;chr7;1
cgd7_4510;1018951;1024424;Known function;7;chr7;2
cgd7_4520;1024954;1029554;Known function;7;chr7;2
cgd7_4530;1029885;1035560;Known function;7;chr7;2
cgd7_4540;1036236;1037342;Unknown function;7;chr7;1
cgd7_4550;1037410;1037718;Known function;7;chr7;2
cgd7_4560;1038167;1047415;Known function;7;chr7;2
cgd7_4570;1047799;1048479;Known function;7;chr7;2
cgd7_4580;1048667;1049032;Known function;7;chr7;2
cgd7_4590;1049073;1050281;Known function;7;chr7;2
cgd7_460;111937;116026;Known function;7;chr7;2
cgd7_4600;1050381;1052093;Known function;7;chr7;2
cgd7_4610;1052267;1053334;Known function;7;chr7;2
cgd7_4620;1053808;1056148;Known function;7;chr7;2
cgd7_4630;1056106;1056900;Known function;7;chr7;2
cgd7_4640;1057017;1057961;Known function;7;chr7;2
cgd7_4650;1057988;1058473;Known function;7;chr7;2
cgd7_4660;1059463;1060860;Known function;7;chr7;2
cgd7_4663;1061110;1061335;Unknown function;7;chr7;1
cgd7_4670;1061610;1062065;Unknown function;7;chr7;1
cgd7_4680;1062186;1063352;Unknown function;7;chr7;1
cgd7_4690;1063482;1066226;Known function;7;chr7;2
cgd7_470;116451;117437;Known function;7;chr7;2
cgd7_4700;1066544;1067191;Known function;7;chr7;2
cgd7_4710;1067289;1068284;Known function;7;chr7;2
cgd7_4713;1068543;1069634;Unknown function;7;chr7;1
cgd7_4720;1070060;1071556;Unknown function;7;chr7;1
cgd7_4730;1071695;1072863;Known function;7;chr7;2
cgd7_4740;1073118;1074881;Known function;7;chr7;2
cgd7_4750;1074865;1075846;Unknown function;7;chr7;1
cgd7_4760;1076112;1077481;Known function;7;chr7;2
cgd7_4770;1077739;1078128;Known function;7;chr7;2
cgd7_4780;1078867;1079591;Known function;7;chr7;2
cgd7_4790;1079579;1081633;Known function;7;chr7;2
cgd7_480;117651;118833;Known function;7;chr7;2
cgd7_4800;1082042;1083901;Known function;7;chr7;2
cgd7_4810;1084667;1086805;Known function;7;chr7;2
cgd7_4820;1087218;1088469;Known function;7;chr7;2
cgd7_4825;1088676;1088769;Unknown function;7;chr7;1
cgd7_4830;1088990;1091854;Known function;7;chr7;2
cgd7_4840;1092241;1093047;Known function;7;chr7;2
cgd7_4850;1093033;1094123;Known function;7;chr7;2
cgd7_4860;1094299;1099113;Unknown function;7;chr7;1
cgd7_4870;1099202;1100083;Unknown function;7;chr7;1
cgd7_4873;1100371;1100859;Known function;7;chr7;2
cgd7_4880;1100631;1101902;Known function;7;chr7;2
cgd7_4890;1102154;1103538;Unknown function;7;chr7;1
cgd7_490;119676;120320;Unknown function;7;chr7;1
cgd7_4900;1103751;1107001;Known function;7;chr7;2
cgd7_4910;1107433;1108368;Known function;7;chr7;2
cgd7_4920;1109160;1110833;Known function;7;chr7;2
cgd7_4933;1111441;1113882;Known function;7;chr7;2
cgd7_4950;1114119;1115210;Known function;7;chr7;2
cgd7_4955;1115821;1115894;Unknown function;7;chr7;1
cgd7_4960;1116378;1118432;Known function;7;chr7;2
cgd7_4970;1119415;1121980;Known function;7;chr7;2
cgd7_4975;1122479;1122598;Unknown function;7;chr7;1
cgd7_4976;1123150;1123269;Unknown function;7;chr7;1
cgd7_4977;1124061;1124180;Unknown function;7;chr7;1
cgd7_4980;1124880;1131335;Unknown function;7;chr7;1
cgd7_4990;1131455;1151497;Known function;7;chr7;2
cgd7_4995;1145137;1145239;Unknown function;7;chr7;1
cgd7_5;1;421;Unknown function;7;chr7;1
cgd7_50;24420;24800;Unknown function;7;chr7;1
cgd7_500;120374;122201;Known function;7;chr7;2
cgd7_5000;1152462;1154844;Known function;7;chr7;2
cgd7_5010;1155031;1158730;Known function;7;chr7;2
cgd7_5015;1157734;1157830;Unknown function;7;chr7;1
cgd7_5020;1159945;1161788;Known function;7;chr7;2
cgd7_503;122317;122911;Known function;7;chr7;2
cgd7_5030;1162087;1163868;Known function;7;chr7;2
cgd7_5040;1164056;1167312;Unknown function;7;chr7;1
cgd7_5050;1167834;1172021;Known function;7;chr7;2
cgd7_5060;1172235;1173396;Known function;7;chr7;2
cgd7_5070;1173535;1174150;Unknown function;7;chr7;1
cgd7_5080;1174438;1176450;Known function;7;chr7;2
cgd7_5090;1177390;1179244;Known function;7;chr7;2
cgd7_5100;1179441;1183538;Known function;7;chr7;2
cgd7_5105;1182650;1182753;Unknown function;7;chr7;1
cgd7_5106;1182837;1182958;Unknown function;7;chr7;1
cgd7_5107;1183329;1183406;Unknown function;7;chr7;1
cgd7_5110;1183756;1185126;Known function;7;chr7;2
cgd7_5120;1185576;1187087;Unknown function;7;chr7;1
cgd7_5130;1187322;1192196;Unknown function;7;chr7;1
cgd7_5140;1192600;1193804;Known function;7;chr7;2
cgd7_5150;1194214;1196103;Known function;7;chr7;2
cgd7_5160;1196269;1196637;Known function;7;chr7;2
cgd7_5170;1196733;1197263;Known function;7;chr7;2
cgd7_5180;1197653;1199005;Known function;7;chr7;2
cgd7_5190;1199338;1200579;Unknown function;7;chr7;1
cgd7_520;122916;125252;Known function;7;chr7;2
cgd7_5200;1200737;1201609;Unknown function;7;chr7;1
cgd7_5210;1202176;1203717;Known function;7;chr7;2
cgd7_5220;1203926;1205617;Known function;7;chr7;2
cgd7_5230;1206034;1206570;Known function;7;chr7;2
cgd7_5240;1206874;1208097;Known function;7;chr7;2
cgd7_5250;1208518;1209861;Known function;7;chr7;2
cgd7_5253;1209995;1210593;Unknown function;7;chr7;1
cgd7_5260;1210580;1212247;Unknown function;7;chr7;1
cgd7_5270;1212959;1214331;Known function;7;chr7;2
cgd7_5280;1214772;1216545;Known function;7;chr7;2
cgd7_5290;1216853;1217983;Known function;7;chr7;2
cgd7_530;125560;126366;Known function;7;chr7;2
cgd7_5300;1218367;1220070;Known function;7;chr7;2
cgd7_5310;1220162;1220770;Known function;7;chr7;2
cgd7_5320;1221217;1221777;Known function;7;chr7;2
cgd7_5330;1221928;1223922;Known function;7;chr7;2
cgd7_5340;1224447;1226093;Unknown function;7;chr7;1
cgd7_5350;1227024;1227687;Known function;7;chr7;2
cgd7_5360;1228071;1230044;Unknown function;7;chr7;1
cgd7_5370;1230092;1231267;Known function;7;chr7;2
cgd7_5380;1231623;1232423;Known function;7;chr7;2
cgd7_5390;1232515;1233498;Unknown function;7;chr7;1
cgd7_540;127075;128475;Known function;7;chr7;2
cgd7_5400;1233803;1234411;Unknown function;7;chr7;1
cgd7_5410;1234591;1237433;Known function;7;chr7;2
cgd7_5420;1237745;1239316;Known function;7;chr7;2
cgd7_5430;1239521;1241266;Known function;7;chr7;2
cgd7_5440;1241880;1251569;Unknown function;7;chr7;1
cgd7_5450;1251769;1252773;Unknown function;7;chr7;1
cgd7_5460;1253166;1256066;Known function;7;chr7;2
cgd7_5470;1256317;1257525;Unknown function;7;chr7;1
cgd7_5480;1257665;1264636;Known function;7;chr7;2
cgd7_5490;1264875;1266063;Known function;7;chr7;2
cgd7_550;128733;129941;Unknown function;7;chr7;1
cgd7_5500;1266272;1270723;Known function;7;chr7;2
cgd7_5510;1271197;1271916;Unknown function;7;chr7;1
cgd7_5520;1272574;1275429;Known function;7;chr7;2
cgd7_5530;1275748;1276053;Unknown function;7;chr7;1
cgd7_560;131121;133115;Known function;7;chr7;2
cgd7_570;133561;134919;Known function;7;chr7;2
cgd7_580;135278;138445;Unknown function;7;chr7;1
cgd7_583;138516;140998;Known function;7;chr7;2
cgd7_6;920;1071;Unknown function;7;chr7;1
cgd7_60;24835;26389;Known function;7;chr7;2
cgd7_610;141138;142982;Unknown function;7;chr7;1
cgd7_613;143133;143848;Known function;7;chr7;2
cgd7_620;144638;145849;Known function;7;chr7;2
cgd7_630;145999;146946;Known function;7;chr7;2
cgd7_640;147283;150622;Known function;7;chr7;2
cgd7_650;150767;153261;Known function;7;chr7;2
cgd7_660;153672;154520;Known function;7;chr7;2
cgd7_670;155285;156220;Known function;7;chr7;2
cgd7_680;156633;158972;Known function;7;chr7;2
cgd7_690;159266;159782;Known function;7;chr7;2
cgd7_7;1582;3330;Unknown function;7;chr7;1
cgd7_70;26721;28662;Known function;7;chr7;2
cgd7_700;160119;160778;Known function;7;chr7;2
cgd7_710;161011;164730;Known function;7;chr7;2
cgd7_720;165418;166512;Known function;7;chr7;2
cgd7_730;167286;167726;Unknown function;7;chr7;1
cgd7_740;168060;172971;Unknown function;7;chr7;1
cgd7_750;173025;174167;Unknown function;7;chr7;1
cgd7_753;174540;175137;Known function;7;chr7;2
cgd7_770;179181;183545;Known function;7;chr7;2
cgd7_780;183951;185426;Unknown function;7;chr7;1
cgd7_790;186643;187002;Unknown function;7;chr7;1
cgd7_80;28649;29759;Known function;7;chr7;2
cgd7_800;187679;188503;Unknown function;7;chr7;1
cgd7_810;189033;190405;Known function;7;chr7;2
cgd7_820;190612;193254;Known function;7;chr7;2
cgd7_830;193360;194838;Known function;7;chr7;2
cgd7_840;195260;195664;Unknown function;7;chr7;1
cgd7_850;195905;199864;Known function;7;chr7;2
cgd7_860;200606;209061;Known function;7;chr7;2
cgd7_870;209417;210196;Unknown function;7;chr7;1
cgd7_880;210640;212400;Known function;7;chr7;2
cgd7_890;213280;215574;Known function;7;chr7;2
cgd7_90;29891;32629;Known function;7;chr7;2
cgd7_900;215727;217238;Unknown function;7;chr7;1
cgd7_910;217652;218866;Known function;7;chr7;2
cgd7_920;219850;223053;Known function;7;chr7;2
cgd7_930;223591;225327;Known function;7;chr7;2
cgd7_940;226389;227249;Known function;7;chr7;2
cgd7_950;228665;230435;Known function;7;chr7;2
cgd7_960;230770;232374;Unknown function;7;chr7;1
cgd7_970;233298;236476;Known function;7;chr7;2
cgd7_980;236830;241512;Known function;7;chr7;2
cgd7_990;241964;243337;Unknown function;7;chr7;1
cgd8_10;1678;2821;Unknown function;8;chr8;1
cgd8_100;26745;30723;Unknown function;8;chr8;1
cgd8_1000;275334;276784;Unknown function;8;chr8;1
cgd8_1010;277631;278164;Unknown function;8;chr8;1
cgd8_1020;276880;279571;Known function;8;chr8;2
cgd8_1030;279944;281959;Known function;8;chr8;2
cgd8_1040;282062;283011;Known function;8;chr8;2
cgd8_1050;284638;287009;Unknown function;8;chr8;1
cgd8_1060;287080;289330;Known function;8;chr8;2
cgd8_1070;289728;291137;Known function;8;chr8;2
cgd8_1080;291137;293245;Known function;8;chr8;2
cgd8_1090;293415;294909;Unknown function;8;chr8;1
cgd8_110;30910;31317;Unknown function;8;chr8;1
cgd8_1100;295052;298957;Known function;8;chr8;2
cgd8_1110;299651;300313;Known function;8;chr8;2
cgd8_1113;300652;301391;Unknown function;8;chr8;1
cgd8_1120;301571;303704;Known function;8;chr8;2
cgd8_1133;304257;305556;Known function;8;chr8;2
cgd8_1143;305944;306540;Known function;8;chr8;2
cgd8_1150;306920;308769;Known function;8;chr8;2
cgd8_1160;308971;310533;Unknown function;8;chr8;1
cgd8_1170;311147;312709;Known function;8;chr8;2
cgd8_1180;313840;316468;Known function;8;chr8;2
cgd8_1190;317198;318033;Unknown function;8;chr8;1
cgd8_120;31448;31816;Unknown function;8;chr8;1
cgd8_1210;322772;324104;Known function;8;chr8;2
cgd8_1220;324425;326815;Known function;8;chr8;2
cgd8_1230;327657;329849;Known function;8;chr8;2
cgd8_1240;330306;338492;Known function;8;chr8;2
cgd8_1260;343204;345363;Unknown function;8;chr8;1
cgd8_1270;345686;352104;Known function;8;chr8;2
cgd8_1280;352522;353022;Known function;8;chr8;2
cgd8_1290;352988;354734;Unknown function;8;chr8;1
cgd8_130;32231;34037;Known function;8;chr8;2
cgd8_1300;354919;359774;Known function;8;chr8;2
cgd8_1310;359393;360919;Unknown function;8;chr8;1
cgd8_1320;361624;364335;Known function;8;chr8;2
cgd8_1330;364558;365439;Unknown function;8;chr8;1
cgd8_1340;365790;374210;Unknown function;8;chr8;1
cgd8_1350;374697;375779;Known function;8;chr8;2
cgd8_1360;376162;378717;Unknown function;8;chr8;1
cgd8_1370;378935;380398;Known function;8;chr8;2
cgd8_1380;380716;383718;Unknown function;8;chr8;1
cgd8_140;34159;38547;Unknown function;8;chr8;1
cgd8_1400;385052;386465;Known function;8;chr8;2
cgd8_1410;386997;388613;Known function;8;chr8;2
cgd8_1420;388625;392332;Known function;8;chr8;2
cgd8_1430;393469;395727;Known function;8;chr8;2
cgd8_1433;396110;396817;Known function;8;chr8;2
cgd8_1440;396923;398293;Known function;8;chr8;2
cgd8_1450;398968;402456;Known function;8;chr8;2
cgd8_1460;402868;405555;Known function;8;chr8;2
cgd8_1470;405778;406547;Known function;8;chr8;2
cgd8_1480;406529;408018;Known function;8;chr8;2
cgd8_1490;408095;409643;Known function;8;chr8;2
cgd8_1490;408095;409643;Unknown function;8;chr8;1
cgd8_1490;408095;409643;Unknown function;8;chr8;1
cgd8_150;38922;40388;Known function;8;chr8;2
cgd8_1500;409824;413018;Known function;8;chr8;2
cgd8_1510;413323;418137;Known function;8;chr8;2
cgd8_1520;418677;422294;Known function;8;chr8;2
cgd8_1530;422465;427903;Known function;8;chr8;2
cgd8_1540;427802;428596;Known function;8;chr8;2
cgd8_1550;429355;430723;Known function;8;chr8;2
cgd8_1560;430638;431307;Known function;8;chr8;2
cgd8_1570;431420;433220;Known function;8;chr8;2
cgd8_1575;433425;433498;Unknown function;8;chr8;1
cgd8_1580;433647;435089;Known function;8;chr8;2
cgd8_1583;434793;438779;Unknown function;8;chr8;1
cgd8_1590;435103;435538;Unknown function;8;chr8;1
cgd8_160;40350;42477;Known function;8;chr8;2
cgd8_1600;439746;442525;Known function;8;chr8;2
cgd8_1610;442664;449026;Known function;8;chr8;2
cgd8_1620;449677;451337;Known function;8;chr8;2
cgd8_1630;451673;452933;Known function;8;chr8;2
cgd8_1640;453026;453966;Known function;8;chr8;2
cgd8_1650;454005;454831;Known function;8;chr8;2
cgd8_1660;455217;456645;Known function;8;chr8;2
cgd8_1670;456708;458657;Known function;8;chr8;2
cgd8_1680;458851;461302;Known function;8;chr8;2
cgd8_1690;461669;461998;Unknown function;8;chr8;1
cgd8_170;42848;46711;Known function;8;chr8;2
cgd8_1700;462348;463790;Known function;8;chr8;2
cgd8_1710;464008;465172;Unknown function;8;chr8;1
cgd8_1720;465117;467720;Known function;8;chr8;2
cgd8_1730;468516;469706;Known function;8;chr8;2
cgd8_1740;469719;474434;Known function;8;chr8;2
cgd8_1750;474874;476570;Unknown function;8;chr8;1
cgd8_1760;477182;480904;Known function;8;chr8;2
cgd8_1763;481034;481582;Unknown function;8;chr8;1
cgd8_1770;482080;485451;Unknown function;8;chr8;1
cgd8_1780;486063;488456;Unknown function;8;chr8;1
cgd8_1790;489284;490726;Unknown function;8;chr8;1
cgd8_180;46740;54194;Known function;8;chr8;2
cgd8_1800;491552;492649;Unknown function;8;chr8;1
cgd8_1810;493165;494142;Known function;8;chr8;2
cgd8_1820;494235;496943;Known function;8;chr8;2
cgd8_1830;498156;499541;Known function;8;chr8;2
cgd8_1840;499954;501478;Known function;8;chr8;2
cgd8_1850;502304;503469;Known function;8;chr8;2
cgd8_1860;504274;506388;Known function;8;chr8;2
cgd8_1870;506429;507337;Known function;8;chr8;2
cgd8_1880;508342;509733;Known function;8;chr8;2
cgd8_1890;509796;512230;Known function;8;chr8;2
cgd8_1893;512453;513078;Unknown function;8;chr8;1
cgd8_190;54583;57096;Known function;8;chr8;2
cgd8_1900;512768;515509;Known function;8;chr8;2
cgd8_1910;515898;518328;Known function;8;chr8;2
cgd8_1920;516575;519310;Known function;8;chr8;2
cgd8_193;57611;58303;Unknown function;8;chr8;1
cgd8_1930;519981;530168;Known function;8;chr8;2
cgd8_1940;531210;533717;Known function;8;chr8;2
cgd8_1950;533574;534431;Known function;8;chr8;2
cgd8_1950;533574;534431;Unknown function;8;chr8;1
cgd8_1960;535078;537177;Unknown function;8;chr8;1
cgd8_1970;537316;539207;Known function;8;chr8;2
cgd8_1980;539375;540637;Known function;8;chr8;2
cgd8_1990;540950;543850;Known function;8;chr8;2
cgd8_20;5285;8059;Known function;8;chr8;2
cgd8_200;58673;62065;Unknown function;8;chr8;1
cgd8_2000;543907;547083;Known function;8;chr8;2
cgd8_2010;547790;548972;Known function;8;chr8;2
cgd8_2020;549078;550250;Known function;8;chr8;2
cgd8_20230;471776;473339;Known function;6;chr6;2
cgd8_2030;550830;551954;Known function;8;chr8;2
cgd8_2040;552000;553158;Known function;8;chr8;2
cgd8_2050;553339;559807;Known function;8;chr8;2
cgd8_2060;559744;561973;Unknown function;8;chr8;1
cgd8_2070;562370;564751;Known function;8;chr8;2
cgd8_2080;564849;566675;Unknown function;8;chr8;1
cgd8_2090;567592;572577;Known function;8;chr8;2
cgd8_210;62255;63616;Known function;8;chr8;2
cgd8_2100;572947;574933;Known function;8;chr8;2
cgd8_2103;575198;576594;Known function;8;chr8;2
cgd8_2110;576659;577336;Known function;8;chr8;2
cgd8_2120;577952;579496;Known function;8;chr8;2
cgd8_2130;580168;581195;Known function;8;chr8;2
cgd8_2140;580758;581069;Unknown function;8;chr8;1
cgd8_2150;581346;582134;Known function;8;chr8;2
cgd8_2160;582878;584203;Known function;8;chr8;2
cgd8_2170;584485;585286;Known function;8;chr8;2
cgd8_2180;586291;587892;Known function;8;chr8;2
cgd8_2190;587995;588490;Unknown function;8;chr8;1
cgd8_220;63744;64316;Known function;8;chr8;2
cgd8_2200;588596;590187;Known function;8;chr8;2
cgd8_2210;590497;591804;Known function;8;chr8;2
cgd8_2220;592392;595023;Known function;8;chr8;2
cgd8_2230;595507;595926;Known function;8;chr8;2
cgd8_2240;596190;596610;Unknown function;8;chr8;1
cgd8_2250;597200;601252;Known function;8;chr8;2
cgd8_2260;601387;604551;Known function;8;chr8;2
cgd8_2270;605311;608502;Unknown function;8;chr8;1
cgd8_2280;608287;609733;Unknown function;8;chr8;1
cgd8_2290;610167;610958;Known function;8;chr8;2
cgd8_230;64476;65441;Known function;8;chr8;2
cgd8_2300;610946;616825;Known function;8;chr8;2
cgd8_2310;616974;617746;Unknown function;8;chr8;1
cgd8_2320;619280;621469;Unknown function;8;chr8;1
cgd8_2330;621963;626094;Known function;8;chr8;2
cgd8_2340;625752;626889;Known function;8;chr8;2
cgd8_2350;627096;629214;Known function;8;chr8;2
cgd8_2360;629576;630767;Known function;8;chr8;2
cgd8_2370;630763;632392;Known function;8;chr8;2
cgd8_2380;632541;634913;Known function;8;chr8;2
cgd8_2390;635458;637308;Known function;8;chr8;2
cgd8_240;65851;66858;Unknown function;8;chr8;1
cgd8_2400;637499;638577;Unknown function;8;chr8;1
cgd8_2410;638639;641173;Known function;8;chr8;2
cgd8_2420;642464;643673;Known function;8;chr8;2
cgd8_2430;643820;645799;Known function;8;chr8;2
cgd8_2440;644886;648632;Known function;8;chr8;2
