"Gene ID","Ontology","GO ID","Is Not","GO Term Name","Source","Evidence Code","Reference","Support for Evidence Code Assignment","sort_key","Transcript ID(s)"
"cgd8_1820","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_1820-RA"
"cgd8_1820","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_1820-RA"
"cgd8_1830","Biological Process","GO:0070481","N/A","nuclear-transcribed mRNA catabolic process, non-stop decay","Interpro","IEA","N/A","N/A","BGO:0070481","cgd8_1830-RA"
"cgd8_1830","Biological Process","GO:0070966","N/A","nuclear-transcribed mRNA catabolic process, no-go decay","Interpro","IEA","N/A","N/A","BGO:0070966","cgd8_1830-RA"
"cgd8_1830","Biological Process","GO:0071025","N/A","RNA surveillance","Interpro","IEA","N/A","N/A","BGO:0071025","cgd8_1830-RA"
"cgd8_1840","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd8_1840-RA"
"cgd8_1840","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd8_1840-RA"
"cgd8_1840","Cellular Component","GO:0015935","N/A","small ribosomal subunit","Interpro","IEA","N/A","N/A","CGO:0015935","cgd8_1840-RA"
"cgd8_1840","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd8_1840-RA"
"cgd8_1840","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd8_1840-RA"
"cgd8_1840","Molecular Function","GO:0019843","N/A","rRNA binding","Interpro","IEA","N/A","N/A","MGO:0019843","cgd8_1840-RA"
"cgd8_1850","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd8_1850-RA"
"cgd8_1850","Cellular Component","GO:0005667","N/A","transcription factor complex","Interpro","IEA","N/A","N/A","CGO:0005667","cgd8_1850-RA"
"cgd8_1850","Molecular Function","GO:0003700","N/A","DNA-binding transcription factor activity","Interpro","IEA","N/A","N/A","MGO:0003700","cgd8_1850-RA"
"cgd8_1860","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_1860-RA"
"cgd8_190","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_190-RA"
"cgd8_190","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_190-RA"
"cgd8_1920","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd8_1920-RA"
"cgd8_1920","Molecular Function","GO:0004476","N/A","mannose-6-phosphate isomerase activity","Interpro","IEA","N/A","N/A","MGO:0004476","cgd8_1920-RA"
"cgd8_1920","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd8_1920-RA"
"cgd8_1930","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd8_1930-RA"
"cgd8_1930","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_1930-RA"
"cgd8_1940","Biological Process","GO:0006289","N/A","nucleotide-excision repair","Interpro","IEA","N/A","N/A","BGO:0006289","cgd8_1940-RA"
"cgd8_1940","Biological Process","GO:0006367","N/A","transcription initiation from RNA polymerase II promoter","Interpro","IEA","N/A","N/A","BGO:0006367","cgd8_1940-RA"
"cgd8_1940","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_1940-RA"
"cgd8_1940","Molecular Function","GO:0004003","N/A","ATP-dependent DNA helicase activity","Interpro","IEA","N/A","N/A","MGO:0004003","cgd8_1940-RA"
"cgd8_1940","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_1940-RA"
"cgd8_1940","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd8_1940-RA"
"cgd8_1950","Biological Process","GO:0000398","N/A","mRNA splicing, via spliceosome","Interpro","IEA","N/A","N/A","BGO:0000398","cgd8_1950-RA, cgd8_1950-RB"
"cgd8_1950","Cellular Component","GO:0005681","N/A","spliceosomal complex","Interpro","IEA","N/A","N/A","CGO:0005681","cgd8_1950-RA, cgd8_1950-RB"
"cgd8_1970","Biological Process","GO:0006741","N/A","NADP biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006741","cgd8_1970-RA"
"cgd8_1970","Biological Process","GO:0008152","N/A","metabolic process","Interpro","IEA","N/A","N/A","BGO:0008152","cgd8_1970-RA"
"cgd8_1970","Molecular Function","GO:0003951","N/A","NAD+ kinase activity","Interpro","IEA","N/A","N/A","MGO:0003951","cgd8_1970-RA"
"cgd8_1980","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_1980-RA"
"cgd8_2020","Biological Process","GO:0006281","N/A","DNA repair","Interpro","IEA","N/A","N/A","BGO:0006281","cgd8_2020-RA"
"cgd8_2020","Biological Process","GO:0006284","N/A","base-excision repair","Interpro","IEA","N/A","N/A","BGO:0006284","cgd8_2020-RA"
"cgd8_2020","Biological Process","GO:0006289","N/A","nucleotide-excision repair","Interpro","IEA","N/A","N/A","BGO:0006289","cgd8_2020-RA"
"cgd8_2020","Molecular Function","GO:0003684","N/A","damaged DNA binding","Interpro","IEA","N/A","N/A","MGO:0003684","cgd8_2020-RA"
"cgd8_2020","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd8_2020-RA"
"cgd8_2020","Molecular Function","GO:0008534","N/A","oxidized purine nucleobase lesion DNA N-glycosylase activity","Interpro","IEA","N/A","N/A","MGO:0008534","cgd8_2020-RA"
"cgd8_2030","Biological Process","GO:0006352","N/A","DNA-templated transcription, initiation","Interpro","IEA","N/A","N/A","BGO:0006352","cgd8_2030-RA"
"cgd8_2030","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_2030-RA"
"cgd8_2040","Biological Process","GO:0051260","N/A","protein homooligomerization","Interpro","IEA","N/A","N/A","BGO:0051260","cgd8_2040-RA"
"cgd8_2040","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2040-RA"
"cgd8_2050","Biological Process","GO:0006396","N/A","RNA processing","Interpro","IEA","N/A","N/A","BGO:0006396","cgd8_2050-RA"
"cgd8_2050","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_2050-RA"
"cgd8_2050","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2050-RA"
"cgd8_2090","Biological Process","GO:0006812","N/A","cation transport","Interpro","IEA","N/A","N/A","BGO:0006812","cgd8_2090-RA"
"cgd8_2090","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd8_2090-RA"
"cgd8_2090","Molecular Function","GO:0000166","N/A","nucleotide binding","Interpro","IEA","N/A","N/A","MGO:0000166","cgd8_2090-RA"
"cgd8_2090","Molecular Function","GO:0016887","N/A","ATPase activity","Interpro","IEA","N/A","N/A","MGO:0016887","cgd8_2090-RA"
"cgd8_210","Biological Process","GO:0006352","N/A","DNA-templated transcription, initiation","Interpro","IEA","N/A","N/A","BGO:0006352","cgd8_210-RA"
"cgd8_210","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_210-RA"
"cgd8_2100","Biological Process","GO:0046907","N/A","intracellular transport","Interpro","IEA","N/A","N/A","BGO:0046907","cgd8_2100-RA"
"cgd8_2100","Cellular Component","GO:0005643","N/A","nuclear pore","Interpro","IEA","N/A","N/A","CGO:0005643","cgd8_2100-RA"
"cgd8_2103","Molecular Function","GO:0035091","N/A","phosphatidylinositol binding","Interpro","IEA","N/A","N/A","MGO:0035091","cgd8_2103-RA"
"cgd8_2110","Cellular Component","GO:0016020","N/A","membrane","Interpro","IEA","N/A","N/A","CGO:0016020","cgd8_2110-RA"
"cgd8_2120","Molecular Function","GO:0001671","N/A","ATPase activator activity","Interpro","IEA","N/A","N/A","MGO:0001671","cgd8_2120-RA"
"cgd8_2120","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2120-RA"
"cgd8_2120","Molecular Function","GO:0051087","N/A","chaperone binding","Interpro","IEA","N/A","N/A","MGO:0051087","cgd8_2120-RA"
"cgd8_2150","Biological Process","GO:0006275","N/A","regulation of DNA replication","Interpro","IEA","N/A","N/A","BGO:0006275","cgd8_2150-RA"
"cgd8_2150","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_2150-RA"
"cgd8_2150","Molecular Function","GO:0030337","N/A","DNA polymerase processivity factor activity","Interpro","IEA","N/A","N/A","MGO:0030337","cgd8_2150-RA"
"cgd8_2160","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd8_2160-RA"
"cgd8_2160","Molecular Function","GO:0004649","N/A","poly(ADP-ribose) glycohydrolase activity","Interpro","IEA","N/A","N/A","MGO:0004649","cgd8_2160-RA"
"cgd8_2170","Cellular Component","GO:0000786","N/A","nucleosome","Interpro","IEA","N/A","N/A","CGO:0000786","cgd8_2170-RA"
"cgd8_2170","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd8_2170-RA"
"cgd8_2170","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_2170-RA"
"cgd8_2170","Molecular Function","GO:0046982","N/A","protein heterodimerization activity","Interpro","IEA","N/A","N/A","MGO:0046982","cgd8_2170-RA"
"cgd8_2180","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd8_2180-RA"
"cgd8_2180","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd8_2180-RA"
"cgd8_2180","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2180-RA"
"cgd8_2250","Biological Process","GO:0006139","N/A","nucleobase-containing compound metabolic process","Interpro","IEA","N/A","N/A","BGO:0006139","cgd8_2250-RA"
"cgd8_2250","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd8_2250-RA"
"cgd8_2250","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_2250-RA"
"cgd8_2250","Molecular Function","GO:0004527","N/A","exonuclease activity","Interpro","IEA","N/A","N/A","MGO:0004527","cgd8_2250-RA"
"cgd8_2250","Molecular Function","GO:0004534","N/A","5'-3' exoribonuclease activity","Interpro","IEA","N/A","N/A","MGO:0004534","cgd8_2250-RA"
"cgd8_2260","Biological Process","GO:0008152","N/A","metabolic process","Interpro","IEA","N/A","N/A","BGO:0008152","cgd8_2260-RA"
"cgd8_2260","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd8_2260-RA"
"cgd8_2290","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd8_2290-RA"
"cgd8_2300","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd8_2300-RA"
"cgd8_2300","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd8_2300-RA"
"cgd8_2300","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2300-RA"
"cgd8_2300","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2300-RA"
"cgd8_2330","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd8_2330-RA"
"cgd8_2330","Biological Process","GO:1902600","N/A","proton transmembrane transport","Interpro","IEA","N/A","N/A","BGO:1902600","cgd8_2330-RA"
"cgd8_2330","Molecular Function","GO:0008746","N/A","NAD(P)+ transhydrogenase activity","Interpro","IEA","N/A","N/A","MGO:0008746","cgd8_2330-RA"
"cgd8_2340","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd8_2340-RA"
"cgd8_2340","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_2340-RA"
"cgd8_2340","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_2340-RA"
"cgd8_2350","Biological Process","GO:0000413","N/A","protein peptidyl-prolyl isomerization","Interpro","IEA","N/A","N/A","BGO:0000413","cgd8_2350-RA"
"cgd8_2350","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_2350-RA"
"cgd8_2350","Molecular Function","GO:0003755","N/A","peptidyl-prolyl cis-trans isomerase activity","Interpro","IEA","N/A","N/A","MGO:0003755","cgd8_2350-RA"
"cgd8_2380","Biological Process","GO:0006270","N/A","DNA replication initiation","Interpro","IEA","N/A","N/A","BGO:0006270","cgd8_2380-RA"
"cgd8_2390","Biological Process","GO:0007205","N/A","protein kinase C-activating G protein-coupled receptor signaling pathway","Interpro","IEA","N/A","N/A","BGO:0007205","cgd8_2390-RA"
"cgd8_2390","Molecular Function","GO:0004143","N/A","diacylglycerol kinase activity","Interpro","IEA","N/A","N/A","MGO:0004143","cgd8_2390-RA"
"cgd8_2390","Molecular Function","GO:0016301","N/A","kinase activity","Interpro","IEA","N/A","N/A","MGO:0016301","cgd8_2390-RA"
"cgd8_2410","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd8_2410-RA"
"cgd8_2420","Biological Process","GO:0006366","N/A","transcription by RNA polymerase II","Interpro","IEA","N/A","N/A","BGO:0006366","cgd8_2420-RA"
"cgd8_2420","Biological Process","GO:0006367","N/A","transcription initiation from RNA polymerase II promoter","Interpro","IEA","N/A","N/A","BGO:0006367","cgd8_2420-RA"
"cgd8_2420","Cellular Component","GO:0005674","N/A","transcription factor TFIIF complex","Interpro","IEA","N/A","N/A","CGO:0005674","cgd8_2420-RA"
"cgd8_2430","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd8_2430-RA"
"cgd8_2430","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd8_2430-RA"
"cgd8_2430","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2430-RA"
"cgd8_2430","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2430-RA"
"cgd8_2440","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd8_2440-RA"
"cgd8_2440","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd8_2440-RA"
"cgd8_2440","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd8_2440-RA"
"cgd8_2440","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2440-RA"
"cgd8_250","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd8_250-RA"
"cgd8_250","Biological Process","GO:0016573","N/A","histone acetylation","Interpro","IEA","N/A","N/A","BGO:0016573","cgd8_250-RA"
"cgd8_250","Molecular Function","GO:0004402","N/A","histone acetyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0004402","cgd8_250-RA"
"cgd8_2510","Biological Process","GO:0007049","N/A","cell cycle","Interpro","IEA","N/A","N/A","BGO:0007049","cgd8_2510-RA"
"cgd8_2510","Molecular Function","GO:0016538","N/A","cyclin-dependent protein serine/threonine kinase regulator activity","Interpro","IEA","N/A","N/A","MGO:0016538","cgd8_2510-RA"
"cgd8_2520","Biological Process","GO:0006401","N/A","RNA catabolic process","Interpro","IEA","N/A","N/A","BGO:0006401","cgd8_2520-RA"
"cgd8_2520","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd8_2520-RA"
"cgd8_2520","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd8_2520-RA"
"cgd8_2520","Molecular Function","GO:0003724","N/A","RNA helicase activity","Interpro","IEA","N/A","N/A","MGO:0003724","cgd8_2520-RA"
"cgd8_2520","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2520-RA"
"cgd8_2580","Biological Process","GO:0019264","N/A","glycine biosynthetic process from serine","Interpro","IEA","N/A","N/A","BGO:0019264","cgd8_2580-RA"
"cgd8_2580","Biological Process","GO:0035999","N/A","tetrahydrofolate interconversion","Interpro","IEA","N/A","N/A","BGO:0035999","cgd8_2580-RA"
"cgd8_2580","Molecular Function","GO:0004372","N/A","glycine hydroxymethyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0004372","cgd8_2580-RA"
"cgd8_2580","Molecular Function","GO:0030170","N/A","pyridoxal phosphate binding","Interpro","IEA","N/A","N/A","MGO:0030170","cgd8_2580-RA"
"cgd8_2610","Biological Process","GO:0019264","N/A","glycine biosynthetic process from serine","Interpro","IEA","N/A","N/A","BGO:0019264","cgd8_2610-RA"
"cgd8_2610","Biological Process","GO:0035999","N/A","tetrahydrofolate interconversion","Interpro","IEA","N/A","N/A","BGO:0035999","cgd8_2610-RA"
"cgd8_2610","Molecular Function","GO:0004372","N/A","glycine hydroxymethyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0004372","cgd8_2610-RA"
"cgd8_2610","Molecular Function","GO:0030170","N/A","pyridoxal phosphate binding","Interpro","IEA","N/A","N/A","MGO:0030170","cgd8_2610-RA"
"cgd8_2640","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd8_2640-RA"
"cgd8_2650","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd8_2650-RA"
"cgd8_2670","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd8_2670-RA"
"cgd8_2670","Molecular Function","GO:0016614","N/A","oxidoreductase activity, acting on CH-OH group of donors","Interpro","IEA","N/A","N/A","MGO:0016614","cgd8_2670-RA"
"cgd8_2670","Molecular Function","GO:0050660","N/A","flavin adenine dinucleotide binding","Interpro","IEA","N/A","N/A","MGO:0050660","cgd8_2670-RA"
"cgd8_270","Biological Process","GO:0015937","N/A","coenzyme A biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0015937","cgd8_270-RA"
"cgd8_270","Molecular Function","GO:0004594","N/A","pantothenate kinase activity","Interpro","IEA","N/A","N/A","MGO:0004594","cgd8_270-RA"
"cgd8_270","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_270-RA"
"cgd8_2700","Molecular Function","GO:0071949","N/A","FAD binding","Interpro","IEA","N/A","N/A","MGO:0071949","cgd8_2700-RA"
"cgd8_2720","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd8_2720-RA"
"cgd8_2720","Molecular Function","GO:0046872","N/A","metal ion binding","Interpro","IEA","N/A","N/A","MGO:0046872","cgd8_2720-RA"
"cgd8_2730","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2730-RA"
"cgd8_2770","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_2770-RA"
"cgd8_2770","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2770-RA"
"cgd8_2780","Cellular Component","GO:0016020","N/A","membrane","Interpro","IEA","N/A","N/A","CGO:0016020","cgd8_2780-RA"
"cgd8_2810","Biological Process","GO:0008152","N/A","metabolic process","Interpro","IEA","N/A","N/A","BGO:0008152","cgd8_2810-RA"
"cgd8_2810","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_2810-RA"
"cgd8_2810","Molecular Function","GO:0016301","N/A","kinase activity","Interpro","IEA","N/A","N/A","MGO:0016301","cgd8_2810-RA"
"cgd8_2830","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2830-RA"
"cgd8_2870","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd8_2870-RA"
"cgd8_2870","Cellular Component","GO:0015934","N/A","large ribosomal subunit","Interpro","IEA","N/A","N/A","CGO:0015934","cgd8_2870-RA"
"cgd8_2870","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd8_2870-RA"
"cgd8_2870","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd8_2870-RA"
"cgd8_2880","Biological Process","GO:0008380","N/A","RNA splicing","Interpro","IEA","N/A","N/A","BGO:0008380","cgd8_2880-RA"
"cgd8_2890","Biological Process","GO:0006413","N/A","translational initiation","Interpro","IEA","N/A","N/A","BGO:0006413","cgd8_2890-RA"
"cgd8_2890","Molecular Function","GO:0003743","N/A","translation initiation factor activity","Interpro","IEA","N/A","N/A","MGO:0003743","cgd8_2890-RA"
"cgd8_290","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd8_290-RA"
"cgd8_2920","Biological Process","GO:0007034","N/A","vacuolar transport","Interpro","IEA","N/A","N/A","BGO:0007034","cgd8_2920-RA"
"cgd8_293","Biological Process","GO:0070072","N/A","vacuolar proton-transporting V-type ATPase complex assembly","Interpro","IEA","N/A","N/A","BGO:0070072","cgd8_293-RA"
"cgd8_2930","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd8_2930-RA"
"cgd8_2930","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd8_2930-RA"
"cgd8_2940","Biological Process","GO:0006260","N/A","DNA replication","Interpro","IEA","N/A","N/A","BGO:0006260","cgd8_2940-RA"
"cgd8_2940","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd8_2940-RA"
"cgd8_2950","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd8_2950-RA"
"cgd8_2960","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd8_2960-RA"
"cgd8_2960","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd8_2960-RA"
"cgd8_2960","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2960-RA"
"cgd8_2970","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_2970-RA"
"cgd8_2980","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd8_2980-RA"
"cgd8_300","Biological Process","GO:0006351","N/A","transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006351","cgd8_300-RA"
"cgd8_300","Molecular Function","GO:0003899","N/A","DNA-directed 5'-3' RNA polymerase activity","Interpro","IEA","N/A","N/A","MGO:0003899","cgd8_300-RA"
"cgd8_300","Molecular Function","GO:0046983","N/A","protein dimerization activity","Interpro","IEA","N/A","N/A","MGO:0046983","cgd8_300-RA"
"cgd8_3000","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd8_3000-RA"
"cgd8_3070","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd8_3070-RA"
"cgd8_3070","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd8_3070-RA"
"cgd8_3070","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_3070-RA"
"cgd8_3080","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_3080-RA"
"cgd8_3090","Cellular Component","GO:0008537","N/A","proteasome activator complex","Interpro","IEA","N/A","N/A","CGO:0008537","cgd8_3090-RA"
"cgd8_310","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd8_310-RA"
"cgd8_3100","Biological Process","GO:0006418","N/A","tRNA aminoacylation for protein translation","Interpro","IEA","N/A","N/A","BGO:0006418","cgd8_3100-RA"
"cgd8_3100","Biological Process","GO:0006438","N/A","valyl-tRNA aminoacylation","Interpro","IEA","N/A","N/A","BGO:0006438","cgd8_3100-RA"
"cgd8_3100","Molecular Function","GO:0000166","N/A","nucleotide binding","Interpro","IEA","N/A","N/A","MGO:0000166","cgd8_3100-RA"
"cgd8_3100","Molecular Function","GO:0002161","N/A","aminoacyl-tRNA editing activity","Interpro","IEA","N/A","N/A","MGO:0002161","cgd8_3100-RA"
"cgd8_3100","Molecular Function","GO:0004812","N/A","aminoacyl-tRNA ligase activity","Interpro","IEA","N/A","N/A","MGO:0004812","cgd8_3100-RA"
"cgd8_3100","Molecular Function","GO:0004832","N/A","valine-tRNA ligase activity","Interpro","IEA","N/A","N/A","MGO:0004832","cgd8_3100-RA"
"cgd8_3100","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd8_3100-RA"
"cgd8_3110","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd8_3110-RA"
"cgd8_3130","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd8_3130-RA"
"cgd8_3130","Molecular Function","GO:0003700","N/A","DNA-binding transcription factor activity","Interpro","IEA","N/A","N/A","MGO:0003700","cgd8_3130-RA"
"cgd8_3160","Biological Process","GO:0006401","N/A","RNA catabolic process","Interpro","IEA","N/A","N/A","BGO:0006401","cgd8_3160-RA"
"cgd8_3160","Cellular Component","GO:0032299","N/A","ribonuclease H2 complex","Interpro","IEA","N/A","N/A","CGO:0032299","cgd8_3160-RA"
"cgd8_3170","Molecular Function","GO:0004045","N/A","aminoacyl-tRNA hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0004045","cgd8_3170-RA"
